alert_id,rule_id,customer_key,date_key,score,score_gbm,is_true_positive,split,priority,score_percentile,tier
R002-1725-110,R002,1725,110,0.0002569768141488695,5.9002125411311964e-08,0,train,review,0.3014,T3_thirty_day
R002-1725-111,R002,1725,111,0.00024372371062929813,1.1173944708497378e-07,0,train,review,0.2974,T3_thirty_day
R002-1725-113,R002,1725,113,0.00013441649399170358,5.566477734723923e-08,0,train,review,0.2481,T3_thirty_day
R002-1725-129,R002,1725,129,0.0010367663718224905,7.148153504154682e-08,0,valid,review,0.4318,T3_thirty_day
R002-1725-137,R002,1725,137,0.000186197034844639,9.02638832519417e-08,0,valid,review,0.2745,T3_thirty_day
R002-1725-141,R002,1725,141,0.00024503264799518963,1.7387236726849218e-07,0,valid,review,0.2977,T3_thirty_day
R002-1725-143,R002,1725,143,0.0001439324602108823,1.7875342026729096e-07,0,valid,review,0.2528,T3_thirty_day
R002-1725-144,R002,1725,144,0.00047721369937093295,1.6109524362697552e-07,0,valid,review,0.3562,T3_thirty_day
R002-1725-157,R002,1725,157,3.5088911467073997e-05,2.388128522883643e-07,0,holdout,deferred,0.1583,T3_thirty_day
R002-1725-161,R002,1725,161,9.012357093009741e-06,1.6091932696265458e-06,0,holdout,deferred,0.0948,T3_thirty_day
R002-1725-165,R002,1725,165,2.950840675778589e-05,1.953589784090598e-06,0,holdout,deferred,0.1488,T3_thirty_day
R002-1730-32,R002,1730,32,1.0048464034407542e-06,3.7597826047393056e-08,0,train,deferred,0.0393,T3_thirty_day
R002-1731-134,R002,1731,134,0.6745282609998996,0.999930285480381,0,valid,review,0.9341,T1_same_day
R002-1731-135,R002,1731,135,0.8940412122620418,0.999924297058374,0,valid,review,0.9533,T1_same_day
R002-1731-138,R002,1731,138,0.8957664889506126,0.9999847181719104,0,valid,review,0.9535,T1_same_day
R002-1731-140,R002,1731,140,0.9792371019470983,0.9999901143729285,0,valid,review,0.9734,T1_same_day
R002-1731-147,R002,1731,147,0.9964630969042726,0.9999954766442886,0,valid,review,0.9847,T1_same_day
R002-1731-148,R002,1731,148,0.9963709406963221,0.999995660986315,0,valid,review,0.9845,T1_same_day
R002-1731-150,R002,1731,150,0.9971327295613668,0.9999920935749909,0,valid,review,0.9862,T1_same_day
R002-1731-153,R002,1731,153,0.9979209551644408,0.9999957266274351,0,holdout,review,0.9878,T1_same_day
R002-1731-159,R002,1731,159,0.9932739634292906,0.9999875536003449,0,holdout,review,0.9816,T1_same_day
R002-1731-162,R002,1731,162,0.9923905914619453,0.9999938833577352,0,holdout,review,0.9808,T1_same_day
R002-1737-56,R002,1737,56,0.9415376426807862,0.9999965250541559,1,train,review,0.9613,T1_same_day
R002-1737-57,R002,1737,57,0.9847367450089208,0.9999983607399172,1,train,review,0.9763,T1_same_day
R002-1737-62,R002,1737,62,0.9985789294082213,0.999999746091082,1,train,review,0.9891,T1_same_day
R002-1737-80,R002,1737,80,0.999871894865755,0.9999999147034782,1,train,review,0.9947,T1_same_day
R002-1737-83,R002,1737,83,0.9998793823213682,0.9999998197509129,1,train,review,0.9949,T1_same_day
R002-1739-5,R002,1739,5,0.00019128163076033975,3.281647431542307e-08,0,train,review,0.2768,T3_thirty_day
R002-1739-6,R002,1739,6,0.00038729249644630666,6.668701538448626e-08,0,train,review,0.3378,T3_thirty_day
R002-1739-16,R002,1739,16,0.00020280103064804003,2.7199168170203636e-08,0,train,review,0.2817,T3_thirty_day
R002-1739-33,R002,1739,33,5.523129906788559e-05,3.059999864054825e-08,0,train,review,0.1851,T3_thirty_day
R002-1739-63,R002,1739,63,0.005153001567052453,2.9312694385621653e-08,0,train,review,0.5938,T3_thirty_day
R002-1739-64,R002,1739,64,0.007071857643519946,6.650510916308437e-08,0,train,review,0.6248,T2_five_day
R002-1739-78,R002,1739,78,0.0004271677715569559,3.1233162687646385e-08,0,train,review,0.3464,T3_thirty_day
R002-1739-81,R002,1739,81,0.000500563110541493,3.9465590845350534e-08,0,train,review,0.3604,T3_thirty_day
R002-1739-83,R002,1739,83,0.0005166473655228276,5.434344059075662e-08,0,train,review,0.3633,T3_thirty_day
R002-1739-88,R002,1739,88,0.002013471697223713,5.4043604559827206e-08,0,train,review,0.5005,T3_thirty_day
R002-1739-92,R002,1739,92,0.003546938448391857,4.458210468845362e-08,0,train,review,0.5557,T3_thirty_day
R002-1739-107,R002,1739,107,0.0002869983423584001,3.317228947778321e-08,0,train,review,0.3122,T3_thirty_day
R002-1739-112,R002,1739,112,2.5338522231285285e-05,1.538137981603495e-08,0,train,deferred,0.1404,T3_thirty_day
R002-1739-121,R002,1739,121,0.00016644142392116683,1.51912707430572e-08,0,valid,review,0.2643,T3_thirty_day
R002-1739-127,R002,1739,127,0.00021041291759005262,2.8769447378178636e-08,0,valid,review,0.285,T3_thirty_day
R002-1739-132,R002,1739,132,0.00011671621354348469,3.1286920857860624e-08,0,valid,review,0.2379,T3_thirty_day
R002-1739-137,R002,1739,137,9.158660682045916e-05,4.577474518627846e-08,0,valid,review,0.2194,T3_thirty_day
R002-1739-145,R002,1739,145,0.0008445006413659059,1.0195760296191063e-07,0,valid,review,0.4101,T3_thirty_day
R002-1739-146,R002,1739,146,0.0005702239836798873,8.859770651771752e-08,0,valid,review,0.372,T3_thirty_day
R002-1739-148,R002,1739,148,0.0003134444389457684,8.423248088341181e-08,0,valid,review,0.3202,T3_thirty_day
R002-1739-154,R002,1739,154,3.286211047139572e-05,4.710850927348707e-08,0,holdout,deferred,0.1553,T3_thirty_day
R002-1750-3,R002,1750,3,0.0002204210684727975,1.7778623036077865e-08,0,train,review,0.2887,T3_thirty_day
R002-1750-12,R002,1750,12,0.00016502024585656887,2.976434269689825e-08,0,train,review,0.2638,T3_thirty_day
R002-1750-13,R002,1750,13,0.00019120672943493826,4.5068828113889757e-08,0,train,review,0.2768,T3_thirty_day
R002-1750-15,R002,1750,15,0.00014778989888624468,3.3333132390317163e-08,0,train,review,0.2554,T3_thirty_day
R002-1750-16,R002,1750,16,2.3800599986515222e-05,1.66849979790822e-08,0,train,deferred,0.1371,T3_thirty_day
R002-1750-17,R002,1750,17,2.5339899957584274e-05,1.79135065073255e-08,0,train,deferred,0.1404,T3_thirty_day
R002-1750-19,R002,1750,19,2.0690848886256644e-05,1.2993014685134726e-08,0,train,deferred,0.129,T3_thirty_day
R002-1750-25,R002,1750,25,1.7634918775765708e-05,1.1337307863502761e-08,0,train,deferred,0.1208,T3_thirty_day
R002-1750-26,R002,1750,26,2.4773580595690596e-05,2.4443946289451427e-08,0,train,deferred,0.1391,T3_thirty_day
R002-1750-27,R002,1750,27,2.5114487521088888e-05,1.4965870327414287e-08,0,train,deferred,0.1399,T3_thirty_day
R002-1750-32,R002,1750,32,1.3393037221364266e-05,1.3823694041590617e-08,0,train,deferred,0.109,T3_thirty_day
R002-1750-34,R002,1750,34,7.356771747092666e-06,2.2438618224335e-08,0,train,deferred,0.0872,T3_thirty_day
R002-1750-44,R002,1750,44,3.60317182491274e-05,1.6148167301567162e-08,0,train,review,0.1598,T3_thirty_day
R002-1750-48,R002,1750,48,2.868076173424927e-05,2.4620944107139217e-08,0,train,deferred,0.147,T3_thirty_day
R002-1750-49,R002,1750,49,1.734022807080811e-05,1.6799906495711578e-08,0,train,deferred,0.12,T3_thirty_day
R002-1750-55,R002,1750,55,7.1049790525777396e-06,2.7050612653698075e-08,0,train,deferred,0.086,T3_thirty_day
R002-1750-66,R002,1750,66,0.00014539024571108314,4.124254884757303e-08,0,train,review,0.2536,T3_thirty_day
R002-1750-72,R002,1750,72,0.00043900275800466795,4.5012802558003723e-08,0,train,review,0.3488,T3_thirty_day
R002-1750-101,R002,1750,101,0.02341676774399396,2.3515831196526443e-08,0,train,review,0.7334,T2_five_day
R002-1750-104,R002,1750,104,0.01061983560771373,2.8734136338742744e-08,0,train,review,0.6624,T2_five_day
R002-1750-105,R002,1750,105,0.010106592325451684,4.273181979843042e-08,0,train,review,0.6573,T2_five_day
R002-1750-111,R002,1750,111,0.0020924797178280344,2.1618285832331136e-08,0,train,review,0.5039,T3_thirty_day
R002-1750-122,R002,1750,122,5.925928740525939e-05,1.8001782711937325e-08,0,valid,review,0.1895,T3_thirty_day
R002-1750-123,R002,1750,123,6.973052528477433e-05,1.9777939848532378e-08,0,valid,review,0.1998,T3_thirty_day
R002-1750-125,R002,1750,125,1.3270897643921552e-05,4.080088785494709e-08,0,valid,deferred,0.1084,T3_thirty_day
R002-1750-126,R002,1750,126,1.0813696156823958e-05,5.3201701714547144e-08,0,valid,deferred,0.1008,T3_thirty_day
R002-1750-129,R002,1750,129,1.33514943506472e-05,4.0325634210417366e-08,0,valid,deferred,0.1088,T3_thirty_day
R002-1750-131,R002,1750,131,2.4463637025113292e-05,4.365708095827426e-08,0,valid,deferred,0.1384,T3_thirty_day
R002-1750-166,R002,1750,166,7.987417217395649e-05,3.728174695174965e-08,0,holdout,review,0.2097,T3_thirty_day
R002-1750-170,R002,1750,170,0.00019832614713401927,4.431967587485126e-08,0,holdout,review,0.2798,T3_thirty_day
R002-1750-171,R002,1750,171,0.00017224986788251032,4.905899481282402e-08,0,holdout,review,0.2672,T3_thirty_day
R002-1766-15,R002,1766,15,0.0005093310131065233,2.5820787753721864e-08,0,train,review,0.3621,T3_thirty_day
R002-1766-24,R002,1766,24,0.00244532375588873,7.821060559058752e-08,0,train,review,0.5198,T3_thirty_day
R002-1766-35,R002,1766,35,0.0019113706548784853,3.05357881924286e-08,0,train,review,0.4947,T3_thirty_day
R002-1766-37,R002,1766,37,0.0013834418524113256,3.1464074070692324e-08,0,train,review,0.4602,T3_thirty_day
R002-1766-54,R002,1766,54,0.0010759913014238027,5.5330300438838184e-08,0,train,review,0.4351,T3_thirty_day
R002-1766-57,R002,1766,57,0.001191738763170744,8.0731644023961e-08,0,train,review,0.4459,T3_thirty_day
R002-1766-64,R002,1766,64,0.008598360744704938,3.3218839613190384e-08,0,train,review,0.6432,T2_five_day
R002-1766-68,R002,1766,68,0.0012662706936941495,3.3988870357749354e-08,0,train,review,0.4517,T3_thirty_day
R002-1766-80,R002,1766,80,0.006742640702349667,6.071772849046403e-08,0,train,review,0.6206,T2_five_day
R002-1766-81,R002,1766,81,0.012556278642102117,7.880382970932353e-08,0,train,review,0.6786,T2_five_day
R002-1766-82,R002,1766,82,0.020854397548132005,9.148997314292194e-08,0,train,review,0.7244,T2_five_day
R002-1766-86,R002,1766,86,0.09323937453392775,9.950440026908926e-08,0,train,review,0.8302,T2_five_day
R002-1766-98,R002,1766,98,0.023325497657325937,9.525061562260612e-08,0,train,review,0.7331,T2_five_day
R002-1766-113,R002,1766,113,0.0029871112102802977,3.3077942832789e-08,0,train,review,0.5394,T3_thirty_day
R002-1766-118,R002,1766,118,0.005384742982464589,6.293047385479815e-08,0,train,review,0.5981,T3_thirty_day
R002-1766-121,R002,1766,121,0.0035478477251995226,8.782186574628369e-08,0,valid,review,0.5557,T3_thirty_day
R002-1766-124,R002,1766,124,0.014873088171621696,6.696566367939811e-08,0,valid,review,0.6954,T2_five_day
R002-1766-131,R002,1766,131,0.026942875247739577,1.1362513327152907e-07,0,valid,review,0.744,T2_five_day
R002-1766-132,R002,1766,132,0.02708260062699571,1.78589341650594e-07,0,valid,review,0.7447,T2_five_day
R002-1766-137,R002,1766,137,0.02865655601567743,9.075703034426242e-08,0,valid,review,0.749,T2_five_day
R002-1766-141,R002,1766,141,0.032125308267330704,1.7576782899388673e-07,0,valid,review,0.7582,T2_five_day
R002-1766-142,R002,1766,142,0.06250533655581854,2.540390746792114e-07,0,valid,review,0.8036,T2_five_day
R002-1766-149,R002,1766,149,0.007786953950408538,5.737916113311169e-08,0,valid,review,0.6342,T2_five_day
R002-1766-151,R002,1766,151,0.004403972801433077,7.418014581886361e-08,0,holdout,review,0.5777,T3_thirty_day
R002-1766-158,R002,1766,158,0.03532241979059424,7.446394954915054e-08,0,holdout,review,0.7652,T2_five_day
R002-1766-170,R002,1766,170,0.0030235490438104435,2.535837528629413e-08,0,holdout,review,0.5402,T3_thirty_day
R002-1766-171,R002,1766,171,0.0029373035951683574,2.6268765321153385e-08,0,holdout,review,0.5378,T3_thirty_day
R002-1791-8,R002,1791,8,0.0012437718362759743,1.2606154784115928e-07,0,train,review,0.4497,T3_thirty_day
R002-1791-9,R002,1791,9,0.0044109117005687514,1.349673170288548e-07,0,train,review,0.5778,T3_thirty_day
R002-1791-21,R002,1791,21,0.01821779313605022,7.394915880612483e-08,0,train,review,0.7131,T2_five_day
R002-1791-23,R002,1791,23,0.021229270280211137,6.97106379898783e-08,0,train,review,0.7262,T2_five_day
R002-1791-25,R002,1791,25,0.010781306145085323,6.552236559668815e-08,0,train,review,0.6638,T2_five_day
R002-1791-26,R002,1791,26,0.01086280642908127,7.31440784626996e-08,0,train,review,0.6643,T2_five_day
R002-1791-37,R002,1791,37,0.0009579301107366985,5.5505448423471975e-08,0,train,review,0.4238,T3_thirty_day
R002-1791-46,R002,1791,46,0.0017251159030373148,6.797634269025498e-08,0,train,review,0.4833,T3_thirty_day
R002-1791-75,R002,1791,75,0.005426035377234036,1.7884224394103508e-08,0,train,review,0.5988,T3_thirty_day
R002-1791-79,R002,1791,79,0.0036775272840520114,1.6099960781367782e-08,0,train,review,0.5591,T3_thirty_day
R002-1791-83,R002,1791,83,0.007841394553935491,1.941222926415305e-08,0,train,review,0.6348,T2_five_day
R002-1791-86,R002,1791,86,0.003078619411088582,1.8494508583967264e-08,0,train,review,0.542,T3_thirty_day
R002-1791-87,R002,1791,87,0.003784440375775469,1.770706925810915e-08,0,train,review,0.5622,T3_thirty_day
R002-1791-88,R002,1791,88,0.0024417307353443974,3.515662301196534e-08,0,train,review,0.5195,T3_thirty_day
R002-1791-91,R002,1791,91,0.0024642382859609113,3.4326259520598863e-07,0,train,review,0.5206,T3_thirty_day
R002-1791-97,R002,1791,97,0.00040340849291840353,1.1250200343978483e-07,0,train,review,0.3416,T3_thirty_day
R002-1791-102,R002,1791,102,0.0007492590214381682,1.3571699823099546e-07,0,train,review,0.3975,T3_thirty_day
R002-1791-126,R002,1791,126,0.0003417540352163492,1.9047060921554121e-07,0,valid,review,0.3267,T3_thirty_day
R002-1791-129,R002,1791,129,0.0003037863736286341,1.2317935333506374e-07,0,valid,review,0.3171,T3_thirty_day
R002-1791-130,R002,1791,130,0.0003739494216465775,1.9789529738281612e-07,0,valid,review,0.3344,T3_thirty_day
R002-1791-131,R002,1791,131,0.0004903907847258176,1.8258695747938814e-07,0,valid,review,0.3587,T3_thirty_day
R002-1791-146,R002,1791,146,0.0008866307511041485,6.28903149889771e-08,0,valid,review,0.4152,T3_thirty_day
R002-1791-148,R002,1791,148,0.004153399898080993,9.792465497120455e-08,0,valid,review,0.5716,T3_thirty_day
R002-1791-152,R002,1791,152,0.002419896499690857,5.861161351290534e-08,0,holdout,review,0.5183,T3_thirty_day
R002-1791-167,R002,1791,167,0.00884533530984504,6.804705037736691e-08,0,holdout,review,0.6459,T2_five_day
R002-1791-174,R002,1791,174,0.0011605118110411038,3.8846241771988174e-08,0,holdout,review,0.4428,T3_thirty_day
R002-1791-175,R002,1791,175,0.0011315406607377307,5.328297875599234e-08,0,holdout,review,0.44,T3_thirty_day
R002-1791-178,R002,1791,178,0.0016681275982820493,3.3613938863907093e-08,0,holdout,review,0.4796,T3_thirty_day
R002-1795-0,R002,1795,0,0.005690273029783172,1.7682799859263642e-08,0,train,review,0.6039,T2_five_day
R002-1795-1,R002,1795,1,0.0026861051553099305,2.883379611509356e-08,0,train,review,0.5291,T3_thirty_day
R002-1795-30,R002,1795,30,0.0003089342554407812,2.408743054749853e-07,0,train,review,0.3187,T3_thirty_day
R002-1795-31,R002,1795,31,0.0005274364682476545,2.712695517432528e-07,0,train,review,0.3649,T3_thirty_day
R002-1795-33,R002,1795,33,0.0022391771446148966,1.597012914317335e-07,0,train,review,0.5108,T3_thirty_day
R002-1795-40,R002,1795,40,0.009738197628446571,1.1900257647021498e-07,0,train,review,0.654,T2_five_day
R002-1795-51,R002,1795,51,0.008108841116695187,2.2106126953390919e-07,0,train,review,0.6378,T2_five_day
R002-1795-53,R002,1795,53,0.008139386872540288,2.483201149364318e-07,0,train,review,0.6381,T2_five_day
R002-1795-54,R002,1795,54,0.006153088948000897,1.0250148301896401e-07,0,train,review,0.6119,T2_five_day
R002-1795-60,R002,1795,60,0.012377443662928755,1.1084232629383953e-07,0,train,review,0.6772,T2_five_day
R002-1795-62,R002,1795,62,0.006810169190064237,1.0253755776908688e-07,0,train,review,0.6214,T2_five_day
R002-1795-67,R002,1795,67,0.0007452238333909622,1.1081264171376765e-07,0,train,review,0.3971,T3_thirty_day
R002-1795-81,R002,1795,81,0.0027276715508273305,1.9651313720175862e-07,0,train,review,0.5304,T3_thirty_day
R002-1795-83,R002,1795,83,0.001112631953810349,1.1407399576757255e-07,0,train,review,0.438,T3_thirty_day
R002-1795-119,R002,1795,119,0.07287812080708109,2.9723398415363465e-07,0,train,review,0.8142,T2_five_day
R002-1795-127,R002,1795,127,0.01714509279229989,2.741634098865028e-07,0,valid,review,0.7083,T2_five_day
R002-1818-10,R002,1818,10,0.002805509327484637,8.27020218936818e-08,0,train,review,0.5333,T3_thirty_day
R002-1818-11,R002,1818,11,0.0029534707921223314,1.237710473608425e-07,0,train,review,0.5383,T3_thirty_day
R002-1818-48,R002,1818,48,0.00046211593513919457,3.177229040500202e-08,0,train,review,0.3534,T3_thirty_day
R002-1818-77,R002,1818,77,0.004833672627420383,1.1857147543403678e-08,0,train,review,0.5871,T3_thirty_day
R002-1818-82,R002,1818,82,0.0003034142880911737,1.6973767985082022e-08,0,train,review,0.3169,T3_thirty_day
R002-1818-96,R002,1818,96,0.03240986973421226,4.104453254751731e-08,0,train,review,0.7591,T2_five_day
R002-1818-103,R002,1818,103,0.013900175676947147,6.161560516192494e-08,0,train,review,0.6888,T2_five_day
R002-1818-105,R002,1818,105,0.006243302527140286,4.2495926376195286e-08,0,train,review,0.6131,T2_five_day
R002-1818-110,R002,1818,110,0.007105075131977076,6.756063721718076e-08,0,train,review,0.6253,T2_five_day
R002-1818-112,R002,1818,112,0.005995054424392224,7.959264830428058e-08,0,train,review,0.6088,T2_five_day
R002-1818-113,R002,1818,113,0.002648530607206029,3.489049339420539e-08,0,train,review,0.5278,T3_thirty_day
R002-1818-120,R002,1818,120,0.005416910583725241,5.251183621526774e-08,0,train,review,0.5986,T3_thirty_day
R002-1818-121,R002,1818,121,0.006881896467041739,5.556844717619725e-08,0,valid,review,0.6224,T2_five_day
R002-1818-124,R002,1818,124,0.014574501024645175,5.803644958792317e-08,0,valid,review,0.6932,T2_five_day
R002-1818-125,R002,1818,125,0.008519436879074613,6.480133799552728e-08,0,valid,review,0.6423,T2_five_day
R002-1818-126,R002,1818,126,0.014981930261985835,5.51428191754562e-08,0,valid,review,0.6962,T2_five_day
R002-1818-130,R002,1818,130,0.02580285226964056,4.3774356914055633e-08,0,valid,review,0.741,T2_five_day
R002-1818-131,R002,1818,131,0.00780883771672121,4.6264370778187666e-08,0,valid,review,0.6344,T2_five_day
R002-1818-136,R002,1818,136,6.216531196730199e-05,6.306640950945248e-07,0,valid,review,0.1927,T3_thirty_day
R002-1818-137,R002,1818,137,7.703758267669368e-05,8.490670422088069e-07,0,valid,review,0.2069,T3_thirty_day
R002-1818-140,R002,1818,140,1.1743129977623675e-05,5.762802882141063e-07,0,valid,deferred,0.1038,T3_thirty_day
R002-1822-19,R002,1822,19,1.2386899099484093e-06,1.8364986166619002e-08,0,train,deferred,0.0431,T3_thirty_day
R002-1822-20,R002,1822,20,1.2049868832954003e-06,1.0695598549709118e-07,0,train,deferred,0.0425,T3_thirty_day
R002-1822-29,R002,1822,29,4.12044491487868e-06,1.0585067659200214e-07,0,train,deferred,0.0689,T3_thirty_day
R002-1822-35,R002,1822,35,5.6645250872193635e-06,7.864284745018718e-07,0,train,deferred,0.0785,T3_thirty_day
R002-1822-38,R002,1822,38,6.535753119235227e-06,5.23661271271069e-07,0,train,deferred,0.0832,T3_thirty_day
R002-1822-60,R002,1822,60,3.1127999000628446e-05,8.282554485960043e-08,0,train,deferred,0.1515,T3_thirty_day
R002-1822-83,R002,1822,83,0.0016694470315173034,3.929362140639174e-08,0,train,review,0.4798,T3_thirty_day
R002-1822-95,R002,1822,95,0.0032983356769520503,3.7349198620681196e-08,0,train,review,0.5481,T3_thirty_day
R002-1822-102,R002,1822,102,0.0004016220632670396,9.160826701496307e-08,0,train,review,0.3411,T3_thirty_day
R002-1822-107,R002,1822,107,0.0001451041172180633,5.240115684294707e-08,0,train,review,0.2534,T3_thirty_day
R002-1822-112,R002,1822,112,1.2526665230886876e-06,4.8720297604140096e-08,0,train,deferred,0.0433,T3_thirty_day
R002-1822-114,R002,1822,114,1.6574294605234616e-06,7.135151794870353e-08,0,train,deferred,0.0481,T3_thirty_day
R002-1822-119,R002,1822,119,1.8623167400384935e-06,1.1167208588674586e-07,0,train,deferred,0.0505,T3_thirty_day
R002-1822-121,R002,1822,121,1.0761659335732805e-06,1.1444339829207468e-07,0,valid,deferred,0.0406,T3_thirty_day
R002-1822-125,R002,1822,125,2.295689583024585e-06,1.2071264092878629e-07,0,valid,deferred,0.0556,T3_thirty_day
R002-1822-132,R002,1822,132,3.9778131918754784e-07,1.0546934530692786e-07,0,valid,deferred,0.026,T3_thirty_day
R002-1822-141,R002,1822,141,0.0033774248342472147,1.7186284077511544e-07,0,valid,review,0.5502,T3_thirty_day
R002-1822-144,R002,1822,144,0.00034571230574182614,1.6801823780174095e-06,0,valid,review,0.3279,T3_thirty_day
R002-1822-146,R002,1822,146,0.0016690174315349676,1.181940755653121e-06,0,valid,review,0.4797,T3_thirty_day
R002-1822-147,R002,1822,147,0.00018343453508361585,1.5573467393457512e-06,0,valid,review,0.2728,T3_thirty_day
R002-1822-151,R002,1822,151,0.0002262831124474371,6.300229567359687e-07,0,holdout,review,0.2905,T3_thirty_day
R002-1822-152,R002,1822,152,0.0002940617687608371,6.986127770922204e-07,0,holdout,review,0.3146,T3_thirty_day
R002-1822-154,R002,1822,154,0.00036293169157947276,6.438896233592697e-07,0,holdout,review,0.3319,T3_thirty_day
R002-1822-162,R002,1822,162,0.008467700212703034,2.7557991931934953e-07,0,holdout,review,0.6417,T2_five_day
R002-1822-163,R002,1822,163,0.011371541263894709,3.3498863998203496e-07,0,holdout,review,0.6689,T2_five_day
R002-1822-165,R002,1822,165,0.02309052830308743,1.5410866068237957e-07,0,holdout,review,0.7321,T2_five_day
R002-1822-166,R002,1822,166,0.08003816741792509,2.8610393692253925e-07,0,holdout,review,0.8203,T2_five_day
R002-1822-173,R002,1822,173,0.11551245840292214,1.503832509567116e-07,0,holdout,review,0.8437,T2_five_day
R002-1823-10,R002,1823,10,3.314140517559468e-08,2.8589269370094296e-08,0,train,deferred,0.0071,T3_thirty_day
R002-1823-12,R002,1823,12,6.753011722256032e-07,4.8192336065037215e-08,0,train,deferred,0.0329,T3_thirty_day
R002-1823-14,R002,1823,14,1.3867484811891257e-06,6.384666286055609e-08,0,train,deferred,0.0447,T3_thirty_day
R002-1823-16,R002,1823,16,1.8297447904748614e-06,6.101056547633419e-08,0,train,deferred,0.0503,T3_thirty_day
R002-1823-20,R002,1823,20,4.223738366711036e-05,1.0863624571394357e-07,0,train,review,0.1687,T3_thirty_day
R002-1823-22,R002,1823,22,0.00011837301374573875,1.0319641505815444e-07,0,train,review,0.239,T3_thirty_day
R002-1823-23,R002,1823,23,0.00017811118414986257,7.270917273382518e-08,0,train,review,0.2701,T3_thirty_day
R002-1823-24,R002,1823,24,0.0008462345619216444,1.4684149087893656e-07,0,train,review,0.4103,T3_thirty_day
R002-1823-27,R002,1823,27,0.0013667136248757114,1.56062755760591e-07,0,train,review,0.459,T3_thirty_day
R002-1823-32,R002,1823,32,0.0005076498905232713,1.1177298554947495e-07,0,train,review,0.3617,T3_thirty_day
R002-1823-33,R002,1823,33,0.007111093674960201,8.647722977322281e-08,0,train,review,0.6254,T2_five_day
R002-1823-39,R002,1823,39,0.009953100552290007,1.234653711369902e-07,0,train,review,0.656,T2_five_day
R002-1823-44,R002,1823,44,0.02061050437362414,1.8148246088117085e-07,0,train,review,0.7236,T2_five_day
R002-1823-48,R002,1823,48,0.014364383926802664,1.0331670324696674e-07,0,train,review,0.692,T2_five_day
R002-1823-49,R002,1823,49,0.011302439375199013,6.332304758801786e-08,0,train,review,0.6683,T2_five_day
R002-1823-50,R002,1823,50,0.0036128985917259766,6.032608109217224e-08,0,train,review,0.5575,T3_thirty_day
R002-1823-51,R002,1823,51,0.004757712320016821,6.640885209662309e-08,0,train,review,0.5855,T3_thirty_day
R002-1823-59,R002,1823,59,0.0014788934410590608,5.8651890318151815e-08,0,train,review,0.4676,T3_thirty_day
R002-1823-64,R002,1823,64,0.001600908930473612,5.4288680137528784e-08,0,train,review,0.4755,T3_thirty_day
R002-1823-65,R002,1823,65,0.002635224389676458,7.737287711396665e-08,0,train,review,0.5271,T3_thirty_day
R002-1823-66,R002,1823,66,0.0009810141627672113,9.80009330888331e-07,0,train,review,0.4264,T3_thirty_day
R002-1823-95,R002,1823,95,0.0005707340837073639,3.375443242410092e-07,0,train,review,0.3721,T3_thirty_day
R002-1823-101,R002,1823,101,7.679158838944417e-05,2.6147408628051026e-06,0,train,review,0.2066,T3_thirty_day
R002-1823-103,R002,1823,103,6.73744063072385e-05,1.7056791501350043e-06,0,train,review,0.1976,T3_thirty_day
R002-1823-104,R002,1823,104,9.324024623211398e-05,5.520163027134837e-07,0,train,review,0.2206,T3_thirty_day
R002-1823-107,R002,1823,107,0.000782919845355018,6.219511431645098e-07,0,train,review,0.4021,T3_thirty_day
R002-1823-121,R002,1823,121,5.9797930404588744e-05,2.4376143681188587e-07,0,valid,review,0.1899,T3_thirty_day
R002-1823-122,R002,1823,122,0.0003144314869036256,1.962175145193019e-07,0,valid,review,0.3203,T3_thirty_day
R002-1823-124,R002,1823,124,0.00023144862637669802,4.2714159403083725e-07,0,valid,review,0.2924,T3_thirty_day
R002-1823-129,R002,1823,129,0.00021966763278802868,1.1075427421711433e-07,0,valid,review,0.2885,T3_thirty_day
R002-1823-130,R002,1823,130,0.0036649634429628533,3.7545557178760604e-08,0,valid,review,0.5588,T3_thirty_day
R002-1823-135,R002,1823,135,0.003765372454599384,4.2018577895974876e-08,0,valid,review,0.5615,T3_thirty_day
R002-1823-147,R002,1823,147,0.010136157573306612,8.70610895995474e-08,0,valid,review,0.6578,T2_five_day
R002-1823-148,R002,1823,148,0.0023150906930522936,1.4465774579238357e-07,0,valid,review,0.5142,T3_thirty_day
R002-1823-157,R002,1823,157,0.0009094005805201671,4.27549871827262e-07,0,holdout,review,0.4181,T3_thirty_day
R002-1823-158,R002,1823,158,0.001120475424284301,5.527038188406781e-07,0,holdout,review,0.4387,T3_thirty_day
R002-1823-160,R002,1823,160,0.0018096728983122178,5.024658515873991e-07,0,holdout,review,0.4887,T3_thirty_day
R002-1823-163,R002,1823,163,0.0022957043899879148,8.474154707508817e-07,0,holdout,review,0.5133,T3_thirty_day
R002-1823-171,R002,1823,171,0.00689229690999429,1.5198129982437507e-07,0,holdout,review,0.6225,T2_five_day
R002-1823-177,R002,1823,177,0.007355773853702941,2.0439908433104445e-07,0,holdout,review,0.6287,T2_five_day
R002-1823-179,R002,1823,179,0.014371840922276297,4.649400425359992e-07,0,holdout,review,0.6921,T2_five_day
R002-1830-0,R002,1830,0,0.00030376823359456974,1.7231968929512407e-07,0,train,review,0.317,T3_thirty_day
R002-1830-12,R002,1830,12,0.004625176969826474,9.269420761165425e-08,0,train,review,0.5826,T3_thirty_day
R002-1830-31,R002,1830,31,0.0003872188256630486,4.3670463137028e-08,0,train,review,0.3378,T3_thirty_day
