alert_id,rule_id,customer_key,date_key,score,score_gbm,is_true_positive,split,priority,score_percentile,tier,reason_1,reason_2,reason_3,top_mitigant,reason_summary
R001-12-112,R001,12,112,3.330509068287047e-07,3.457873449537206e-07,0,train,deferred,0.0239,T3_thirty_day,share of 30-day credits arriving as cash,30-day cash credit volume,90-day near-threshold cash deposit count,cash-intensive business type,share of 30-day credits arriving as cash; 30-day cash credit volume; 90-day near-threshold cash deposit count
R002-317-85,R002,317,85,0.9056489501121844,1.515313962533008e-06,0,train,review,0.9552,T1_same_day,share of 30-day credits arriving as cash,cash-intensive business type,30-day largest transaction,count of near-threshold cash deposits in 30 days,share of 30-day credits arriving as cash; cash-intensive business type; 30-day largest transaction
R002-317-89,R002,317,89,0.8669994339616773,1.6620458354378202e-06,0,train,review,0.9495,T1_same_day,share of 30-day credits arriving as cash,cash-intensive business type,30-day largest transaction,count of near-threshold cash deposits in 30 days,share of 30-day credits arriving as cash; cash-intensive business type; 30-day largest transaction
R002-317-90,R002,317,90,0.9074633941094972,1.8215083577605405e-06,0,train,review,0.9556,T1_same_day,share of 30-day credits arriving as cash,cash-intensive business type,90-day near-threshold cash deposit count,count of near-threshold cash deposits in 30 days,share of 30-day credits arriving as cash; cash-intensive business type; 90-day near-threshold cash deposit count
R002-317-91,R002,317,91,0.899737600896971,2.28361907508069e-06,0,train,review,0.9543,T1_same_day,share of 30-day credits arriving as cash,cash-intensive business type,90-day near-threshold cash deposit count,count of near-threshold cash deposits in 30 days,share of 30-day credits arriving as cash; cash-intensive business type; 90-day near-threshold cash deposit count
R002-317-96,R002,317,96,0.9378610362524435,2.8791207502919864e-06,0,train,review,0.9605,T1_same_day,share of 30-day credits arriving as cash,90-day near-threshold cash deposit count,cash-intensive business type,count of near-threshold cash deposits in 30 days,share of 30-day credits arriving as cash; 90-day near-threshold cash deposit count; cash-intensive business type
R002-317-98,R002,317,98,0.9431256211860228,1.9994174886266847e-06,0,train,review,0.9617,T1_same_day,90-day near-threshold cash deposit count,share of 30-day credits arriving as cash,cash-intensive business type,count of near-threshold cash deposits in 30 days,90-day near-threshold cash deposit count; share of 30-day credits arriving as cash; cash-intensive business type
R002-317-101,R002,317,101,0.9494484518748426,2.00929306124363e-06,0,train,review,0.9636,T1_same_day,90-day near-threshold cash deposit count,share of 30-day credits arriving as cash,cash-intensive business type,count of near-threshold cash deposits in 30 days,90-day near-threshold cash deposit count; share of 30-day credits arriving as cash; cash-intensive business type
R002-317-106,R002,317,106,0.9687527091531244,3.077126828384967e-06,0,train,review,0.9693,T1_same_day,90-day near-threshold cash deposit count,share of 30-day credits arriving as cash,30-day cash credit volume,count of near-threshold cash deposits in 30 days,90-day near-threshold cash deposit count; share of 30-day credits arriving as cash; 30-day cash credit volume
R002-317-107,R002,317,107,0.9445498029008508,3.246515521895538e-06,0,train,review,0.962,T1_same_day,90-day near-threshold cash deposit count,share of 30-day credits arriving as cash,30-day cash credit volume,count of near-threshold cash deposits in 30 days,90-day near-threshold cash deposit count; share of 30-day credits arriving as cash; 30-day cash credit volume
R002-335-4,R002,335,4,3.918016448658728e-05,5.965456558518298e-08,0,train,review,0.1641,T3_thirty_day,share of 30-day credits arriving as cash,90-day out-of-hours transaction count,7-day high-risk jurisdiction count,cash-intensive business type,share of 30-day credits arriving as cash; 90-day out-of-hours transaction count; 7-day high-risk jurisdiction count
R002-335-7,R002,335,7,0.0001128340436405,4.327508380821423e-08,0,train,review,0.235,T3_thirty_day,share of 30-day credits arriving as cash,7-day high-risk jurisdiction count,90-day out-of-hours transaction count,cash-intensive business type,share of 30-day credits arriving as cash; 7-day high-risk jurisdiction count; 90-day out-of-hours transaction count
R002-335-8,R002,335,8,7.091894571960674e-05,2.4950810942607002e-08,0,train,review,0.2008,T3_thirty_day,share of 30-day credits arriving as cash,7-day high-risk jurisdiction count,90-day out-of-hours transaction count,cash-intensive business type,share of 30-day credits arriving as cash; 7-day high-risk jurisdiction count; 90-day out-of-hours transaction count
R002-335-15,R002,335,15,6.66063899367486e-05,2.0845794638865148e-08,0,train,review,0.197,T3_thirty_day,share of 30-day credits arriving as cash,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,cash-intensive business type,share of 30-day credits arriving as cash; 7-day high-risk jurisdiction count; 30-day high-risk jurisdiction count
R002-335-16,R002,335,16,7.149772394668724e-05,2.6266375680374896e-08,0,train,review,0.2012,T3_thirty_day,share of 30-day credits arriving as cash,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,cash-intensive business type,share of 30-day credits arriving as cash; 7-day high-risk jurisdiction count; 30-day high-risk jurisdiction count
R002-335-20,R002,335,20,0.000160500673489,2.1864309661588384e-08,0,train,review,0.2615,T3_thirty_day,share of 30-day credits arriving as cash,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,cash-intensive business type,share of 30-day credits arriving as cash; 7-day high-risk jurisdiction count; 30-day high-risk jurisdiction count
R002-335-31,R002,335,31,5.856432052286756e-05,2.0925361486865343e-08,0,train,review,0.1887,T3_thirty_day,share of 30-day credits arriving as cash,30-day cash credit volume,30-day cash credit count,cash-intensive business type,share of 30-day credits arriving as cash; 30-day cash credit volume; 30-day cash credit count
R002-335-33,R002,335,33,4.282831598617888e-05,3.1051455840409964e-08,0,train,review,0.1696,T3_thirty_day,share of 30-day credits arriving as cash,30-day cash credit count,7-day high-risk jurisdiction count,cash-intensive business type,share of 30-day credits arriving as cash; 30-day cash credit count; 7-day high-risk jurisdiction count
R002-335-34,R002,335,34,4.028669984883519e-05,2.6924607269015505e-08,0,train,review,0.1658,T3_thirty_day,share of 30-day credits arriving as cash,30-day cash credit count,7-day high-risk jurisdiction count,cash-intensive business type,share of 30-day credits arriving as cash; 30-day cash credit count; 7-day high-risk jurisdiction count
R002-335-36,R002,335,36,2.6690673391763747e-05,2.2583927848141196e-08,0,train,deferred,0.1432,T3_thirty_day,share of 30-day credits arriving as cash,30-day cash credit count,30-day cash credit volume,cash-intensive business type,share of 30-day credits arriving as cash; 30-day cash credit count; 30-day cash credit volume
R002-335-38,R002,335,38,3.3707118802271417e-06,2.9193784112596534e-08,0,train,deferred,0.0646,T3_thirty_day,share of 30-day credits arriving as cash,30-day cash credit count,30-day cash credit volume,cash-intensive business type,share of 30-day credits arriving as cash; 30-day cash credit count; 30-day cash credit volume
R002-335-42,R002,335,42,2.5910676688224102e-06,2.2573966017847808e-08,0,train,deferred,0.058,T3_thirty_day,share of 30-day credits arriving as cash,30-day cash credit count,30-day cash credit volume,cash-intensive business type,share of 30-day credits arriving as cash; 30-day cash credit count; 30-day cash credit volume
R002-335-44,R002,335,44,1.482775947087808e-05,3.0714370098523754e-08,0,train,deferred,0.1131,T3_thirty_day,share of 30-day credits arriving as cash,30-day cash credit count,30-day cash credit volume,cash-intensive business type,share of 30-day credits arriving as cash; 30-day cash credit count; 30-day cash credit volume
R002-335-45,R002,335,45,9.747038887072024e-06,3.2678277835333035e-08,0,train,deferred,0.0972,T3_thirty_day,share of 30-day credits arriving as cash,30-day cash credit count,30-day cash credit volume,cash-intensive business type,share of 30-day credits arriving as cash; 30-day cash credit count; 30-day cash credit volume
R002-335-49,R002,335,49,1.647745980631768e-05,2.0718777681868736e-08,0,train,deferred,0.1181,T3_thirty_day,share of 30-day credits arriving as cash,30-day cash credit count,30-day cash credit volume,cash-intensive business type,share of 30-day credits arriving as cash; 30-day cash credit count; 30-day cash credit volume
R002-335-50,R002,335,50,1.1989911328902345e-05,2.4944650888226036e-08,0,train,deferred,0.1047,T3_thirty_day,share of 30-day credits arriving as cash,30-day cash credit volume,30-day cash credit count,cash-intensive business type,share of 30-day credits arriving as cash; 30-day cash credit volume; 30-day cash credit count
R002-335-56,R002,335,56,1.821131405693625e-05,2.0653438441779934e-08,0,train,deferred,0.1224,T3_thirty_day,share of 30-day credits arriving as cash,30-day cash credit count,30-day cash credit volume,cash-intensive business type,share of 30-day credits arriving as cash; 30-day cash credit count; 30-day cash credit volume
R002-335-59,R002,335,59,3.870612457075915e-05,1.949692040217977e-08,0,train,review,0.1634,T3_thirty_day,share of 30-day credits arriving as cash,30-day cash credit count,30-day cash credit volume,cash-intensive business type,share of 30-day credits arriving as cash; 30-day cash credit count; 30-day cash credit volume
R002-335-63,R002,335,63,0.0001135608048533,6.711027992667664e-08,0,train,review,0.2354,T3_thirty_day,share of 30-day credits arriving as cash,30-day cash credit volume,30-day cash credit count,cash-intensive business type,share of 30-day credits arriving as cash; 30-day cash credit volume; 30-day cash credit count
R002-335-68,R002,335,68,0.0002190132901125,8.297806401963696e-08,0,train,review,0.2884,T3_thirty_day,share of 30-day credits arriving as cash,30-day cash credit volume,30-day cash credit count,cash-intensive business type,share of 30-day credits arriving as cash; 30-day cash credit volume; 30-day cash credit count
R002-335-73,R002,335,73,0.0075703208217326,1.1271284455028118e-07,0,train,review,0.6316,T2_five_day,30-day cash credit volume,share of 30-day credits arriving as cash,30-day cash credit count,cash-intensive business type,30-day cash credit volume; share of 30-day credits arriving as cash; 30-day cash credit count
R002-335-85,R002,335,85,9.936405373845204e-06,1.4407298624773757e-08,0,train,deferred,0.0978,T3_thirty_day,30-day cash credit volume,90-day transaction count,30-day cash credit count,cash-intensive business type,30-day cash credit volume; 90-day transaction count; 30-day cash credit count
R002-335-86,R002,335,86,7.647914813026526e-06,1.907599450113377e-08,0,train,deferred,0.0886,T3_thirty_day,30-day cash credit volume,90-day transaction count,90-day distinct counterparties,cash-intensive business type,30-day cash credit volume; 90-day transaction count; 90-day distinct counterparties
R002-335-101,R002,335,101,1.2988763178516414e-07,3.441343983476817e-08,0,train,deferred,0.0149,T3_thirty_day,90-day transaction count,90-day distinct counterparties,90-day total value,cash-intensive business type,90-day transaction count; 90-day distinct counterparties; 90-day total value
R002-335-111,R002,335,111,5.241452047534646e-07,2.1107872794104907e-08,0,train,deferred,0.0297,T3_thirty_day,90-day transaction count,90-day distinct counterparties,90-day total value,cash-intensive business type,90-day transaction count; 90-day distinct counterparties; 90-day total value
R002-335-112,R002,335,112,5.069751091770522e-07,2.3681128063964285e-08,0,train,deferred,0.0291,T3_thirty_day,90-day transaction count,90-day distinct counterparties,90-day total value,cash-intensive business type,90-day transaction count; 90-day distinct counterparties; 90-day total value
R002-335-134,R002,335,134,1.0588288449982584e-05,4.55742085106266e-08,0,valid,deferred,0.1002,T3_thirty_day,90-day transaction count,share of 30-day credits arriving as cash,90-day distinct counterparties,cash-intensive business type,90-day transaction count; share of 30-day credits arriving as cash; 90-day distinct counterparties
R002-335-149,R002,335,149,0.0018093490238903,1.0741399093872265e-07,0,valid,review,0.4886,T3_thirty_day,90-day transaction count,share of 30-day credits arriving as cash,90-day distinct counterparties,cash-intensive business type,90-day transaction count; share of 30-day credits arriving as cash; 90-day distinct counterparties
R002-335-150,R002,335,150,0.0009827256330878,1.3091616401611445e-07,0,valid,review,0.4267,T3_thirty_day,90-day transaction count,share of 30-day credits arriving as cash,90-day distinct counterparties,cash-intensive business type,90-day transaction count; share of 30-day credits arriving as cash; 90-day distinct counterparties
R002-335-162,R002,335,162,0.0040698415059318,6.206018153521068e-08,0,holdout,review,0.5696,T3_thirty_day,30-day cash credit volume,share of 30-day credits arriving as cash,90-day transaction count,cash-intensive business type,30-day cash credit volume; share of 30-day credits arriving as cash; 90-day transaction count
R002-335-174,R002,335,174,0.0010865141447983,5.1911572271898983e-08,0,holdout,review,0.436,T3_thirty_day,share of 30-day credits arriving as cash,90-day transaction count,30-day cash credit volume,cash-intensive business type,share of 30-day credits arriving as cash; 90-day transaction count; 30-day cash credit volume
R002-335-178,R002,335,178,0.0007845972014048,4.4663305529481065e-08,0,holdout,review,0.4024,T3_thirty_day,share of 30-day credits arriving as cash,30-day cash credit volume,90-day transaction count,cash-intensive business type,share of 30-day credits arriving as cash; 30-day cash credit volume; 90-day transaction count
R002-344-2,R002,344,2,6.404236189835929e-07,1.369654702797198e-08,0,train,deferred,0.032,T3_thirty_day,30-day largest transaction,7-day high-risk jurisdiction count,home province ON,cash-intensive business type,30-day largest transaction; 7-day high-risk jurisdiction count; home province ON
R002-344-8,R002,344,8,3.3432046130000645e-05,3.1008598008630783e-08,0,train,deferred,0.1559,T3_thirty_day,share of 30-day credits arriving as cash,7-day high-risk jurisdiction count,home province ON,cash-intensive business type,share of 30-day credits arriving as cash; 7-day high-risk jurisdiction count; home province ON
R002-344-21,R002,344,21,3.3742404228748344e-05,9.863617048958384e-09,0,train,deferred,0.1563,T3_thirty_day,share of 30-day credits arriving as cash,7-day high-risk jurisdiction count,home province ON,cash-intensive business type,share of 30-day credits arriving as cash; 7-day high-risk jurisdiction count; home province ON
R002-344-64,R002,344,64,1.269617961067036e-05,1.8736876867977764e-08,0,train,deferred,0.1066,T3_thirty_day,share of 30-day credits arriving as cash,7-day high-risk jurisdiction count,home province ON,cash-intensive business type,share of 30-day credits arriving as cash; 7-day high-risk jurisdiction count; home province ON
R002-344-66,R002,344,66,7.699394529683078e-06,1.4698638184308432e-08,0,train,deferred,0.0888,T3_thirty_day,share of 30-day credits arriving as cash,7-day high-risk jurisdiction count,home province ON,cash-intensive business type,share of 30-day credits arriving as cash; 7-day high-risk jurisdiction count; home province ON
R002-344-70,R002,344,70,2.354755475754082e-05,2.1623602482265294e-08,0,train,deferred,0.1364,T3_thirty_day,share of 30-day credits arriving as cash,7-day high-risk jurisdiction count,home province ON,cash-intensive business type,share of 30-day credits arriving as cash; 7-day high-risk jurisdiction count; home province ON
R002-344-78,R002,344,78,0.0001103064631873,1.8294425821979653e-08,0,train,review,0.233,T3_thirty_day,share of 30-day credits arriving as cash,30-day cash credit volume,7-day high-risk jurisdiction count,cash-intensive business type,share of 30-day credits arriving as cash; 30-day cash credit volume; 7-day high-risk jurisdiction count
R002-344-93,R002,344,93,0.0003335822805859,2.1346477302417683e-08,0,train,review,0.3246,T3_thirty_day,share of 30-day credits arriving as cash,30-day cash credit volume,7-day high-risk jurisdiction count,cash-intensive business type,share of 30-day credits arriving as cash; 30-day cash credit volume; 7-day high-risk jurisdiction count
R002-344-95,R002,344,95,0.0002620269083854,2.827374729453444e-08,0,train,review,0.3033,T3_thirty_day,share of 30-day credits arriving as cash,30-day cash credit volume,30-day cash credit count,cash-intensive business type,share of 30-day credits arriving as cash; 30-day cash credit volume; 30-day cash credit count
R002-344-96,R002,344,96,0.0001503432219348,2.1758111817277968e-08,0,train,review,0.2567,T3_thirty_day,share of 30-day credits arriving as cash,30-day cash credit volume,30-day cash credit count,cash-intensive business type,share of 30-day credits arriving as cash; 30-day cash credit volume; 30-day cash credit count
R002-344-97,R002,344,97,0.0001292929899745,3.079973070683643e-08,0,train,review,0.2454,T3_thirty_day,share of 30-day credits arriving as cash,30-day cash credit volume,30-day cash credit count,cash-intensive business type,share of 30-day credits arriving as cash; 30-day cash credit volume; 30-day cash credit count
R002-344-100,R002,344,100,0.0002454471830738,1.6589170051661742e-08,0,train,review,0.298,T3_thirty_day,share of 30-day credits arriving as cash,30-day cash credit volume,30-day cash credit count,cash-intensive business type,share of 30-day credits arriving as cash; 30-day cash credit volume; 30-day cash credit count
R002-344-115,R002,344,115,0.0013994026274652,1.5061484334367318e-07,0,train,review,0.4617,T3_thirty_day,share of 30-day credits arriving as cash,30-day cash credit volume,30-day cash credit count,cash-intensive business type,share of 30-day credits arriving as cash; 30-day cash credit volume; 30-day cash credit count
R002-344-116,R002,344,116,0.0007906533264568,1.374724061019733e-07,0,train,review,0.4031,T3_thirty_day,share of 30-day credits arriving as cash,30-day cash credit volume,30-day cash credit count,cash-intensive business type,share of 30-day credits arriving as cash; 30-day cash credit volume; 30-day cash credit count
R002-344-120,R002,344,120,0.0002075809477326,1.0331773625905243e-07,0,train,review,0.2839,T3_thirty_day,share of 30-day credits arriving as cash,30-day cash credit volume,30-day cash credit count,cash-intensive business type,share of 30-day credits arriving as cash; 30-day cash credit volume; 30-day cash credit count
R002-344-144,R002,344,144,0.0001118570824294,1.7163099684115078e-08,0,valid,review,0.2343,T3_thirty_day,share of 30-day credits arriving as cash,90-day near-threshold cash deposit count,7-day high-risk jurisdiction count,cash-intensive business type,share of 30-day credits arriving as cash; 90-day near-threshold cash deposit count; 7-day high-risk jurisdiction count
R002-344-164,R002,344,164,1.8081411481920428e-05,1.2253811552185612e-08,0,holdout,deferred,0.1219,T3_thirty_day,share of 30-day credits arriving as cash,90-day near-threshold cash deposit count,7-day high-risk jurisdiction count,cash-intensive business type,share of 30-day credits arriving as cash; 90-day near-threshold cash deposit count; 7-day high-risk jurisdiction count
R002-344-169,R002,344,169,1.0975120262567451e-05,1.0059737211384584e-08,0,holdout,deferred,0.1013,T3_thirty_day,share of 30-day credits arriving as cash,7-day high-risk jurisdiction count,90-day near-threshold cash deposit count,cash-intensive business type,share of 30-day credits arriving as cash; 7-day high-risk jurisdiction count; 90-day near-threshold cash deposit count
R002-344-179,R002,344,179,5.879704404271378e-05,1.6836011684727845e-08,0,holdout,review,0.1889,T3_thirty_day,share of 30-day credits arriving as cash,90-day near-threshold cash deposit count,7-day high-risk jurisdiction count,cash-intensive business type,share of 30-day credits arriving as cash; 90-day near-threshold cash deposit count; 7-day high-risk jurisdiction count
R002-349-16,R002,349,16,3.7626581089735685e-05,2.1160902077835008e-08,0,train,review,0.1621,T3_thirty_day,share of 30-day credits arriving as cash,30-day cash credit volume,occupation or business type auto dealer,cash-intensive business type,share of 30-day credits arriving as cash; 30-day cash credit volume; occupation or business type auto dealer
R002-349-17,R002,349,17,0.0001365206090622,1.9606235081378627e-08,0,train,review,0.2491,T3_thirty_day,share of 30-day credits arriving as cash,30-day cash credit volume,occupation or business type auto dealer,cash-intensive business type,share of 30-day credits arriving as cash; 30-day cash credit volume; occupation or business type auto dealer
R002-349-20,R002,349,20,0.0001512801691193,2.305649815005281e-08,0,train,review,0.2572,T3_thirty_day,share of 30-day credits arriving as cash,30-day cash credit volume,occupation or business type auto dealer,cash-intensive business type,share of 30-day credits arriving as cash; 30-day cash credit volume; occupation or business type auto dealer
R002-349-21,R002,349,21,0.0002817534689634,1.7294551692775078e-08,0,train,review,0.3104,T3_thirty_day,share of 30-day credits arriving as cash,30-day cash credit volume,occupation or business type auto dealer,cash-intensive business type,share of 30-day credits arriving as cash; 30-day cash credit volume; occupation or business type auto dealer
R002-349-23,R002,349,23,7.597497171571965e-05,2.5325607684395787e-08,0,train,review,0.2058,T3_thirty_day,share of 30-day credits arriving as cash,30-day cash credit volume,occupation or business type auto dealer,cash-intensive business type,share of 30-day credits arriving as cash; 30-day cash credit volume; occupation or business type auto dealer
R002-349-24,R002,349,24,1.0198429616615455e-05,1.39129712474262e-08,0,train,deferred,0.0987,T3_thirty_day,share of 30-day credits arriving as cash,30-day cash credit volume,30-day cash credit count,cash-intensive business type,share of 30-day credits arriving as cash; 30-day cash credit volume; 30-day cash credit count
R002-349-28,R002,349,28,5.80308944905599e-05,1.7676186791021096e-08,0,train,review,0.1881,T3_thirty_day,30-day cash credit volume,share of 30-day credits arriving as cash,30-day cash credit count,cash-intensive business type,30-day cash credit volume; share of 30-day credits arriving as cash; 30-day cash credit count
R002-349-31,R002,349,31,0.0005513183859581,1.5572965542277556e-08,0,train,review,0.3689,T3_thirty_day,30-day cash credit volume,share of 30-day credits arriving as cash,30-day cash credit count,cash-intensive business type,30-day cash credit volume; share of 30-day credits arriving as cash; 30-day cash credit count
R002-349-37,R002,349,37,3.566097049817721e-05,1.8745516614835725e-08,0,train,review,0.1592,T3_thirty_day,share of 30-day credits arriving as cash,30-day cash credit volume,30-day cash credit count,cash-intensive business type,share of 30-day credits arriving as cash; 30-day cash credit volume; 30-day cash credit count
R002-349-50,R002,349,50,4.1769302757238624e-05,2.280708054444328e-08,0,train,review,0.1682,T3_thirty_day,30-day cash credit volume,share of 30-day credits arriving as cash,30-day cash credit count,cash-intensive business type,30-day cash credit volume; share of 30-day credits arriving as cash; 30-day cash credit count
R002-349-52,R002,349,52,4.183600045285314e-05,3.228696898880903e-08,0,train,review,0.1683,T3_thirty_day,30-day cash credit volume,share of 30-day credits arriving as cash,30-day cash credit count,cash-intensive business type,30-day cash credit volume; share of 30-day credits arriving as cash; 30-day cash credit count
R002-349-57,R002,349,57,0.0001670734853263,2.8815516498641562e-08,0,train,review,0.2646,T3_thirty_day,30-day cash credit volume,share of 30-day credits arriving as cash,30-day cash credit count,cash-intensive business type,30-day cash credit volume; share of 30-day credits arriving as cash; 30-day cash credit count
R002-349-58,R002,349,58,0.0009157227712836,5.405514034718496e-08,0,train,review,0.419,T3_thirty_day,30-day cash credit volume,share of 30-day credits arriving as cash,30-day cash credit count,cash-intensive business type,30-day cash credit volume; share of 30-day credits arriving as cash; 30-day cash credit count
R002-349-62,R002,349,62,0.0004648856802479,7.072093897418563e-08,0,train,review,0.3539,T3_thirty_day,30-day cash credit volume,share of 30-day credits arriving as cash,30-day cash credit count,cash-intensive business type,30-day cash credit volume; share of 30-day credits arriving as cash; 30-day cash credit count
R002-349-82,R002,349,82,4.823924265891953e-05,6.412255504408478e-08,0,train,review,0.1765,T3_thirty_day,share of 30-day credits arriving as cash,30-day cash credit volume,90-day total value,cash-intensive business type,share of 30-day credits arriving as cash; 30-day cash credit volume; 90-day total value
R002-349-84,R002,349,84,2.0070102911421693e-05,9.858808175450272e-08,0,train,deferred,0.1271,T3_thirty_day,share of 30-day credits arriving as cash,30-day cash credit volume,90-day total value,cash-intensive business type,share of 30-day credits arriving as cash; 30-day cash credit volume; 90-day total value
R002-349-86,R002,349,86,1.0368589948992567e-05,7.531135233033628e-08,0,train,deferred,0.0994,T3_thirty_day,share of 30-day credits arriving as cash,30-day cash credit volume,90-day total value,cash-intensive business type,share of 30-day credits arriving as cash; 30-day cash credit volume; 90-day total value
R002-349-92,R002,349,92,1.0701047562461691e-05,2.0172981221981288e-08,0,train,deferred,0.1004,T3_thirty_day,share of 30-day credits arriving as cash,90-day total value,90-day credit value,cash-intensive business type,share of 30-day credits arriving as cash; 90-day total value; 90-day credit value
R002-349-93,R002,349,93,1.7195101281930864e-05,2.81637382795414e-08,0,train,deferred,0.1198,T3_thirty_day,share of 30-day credits arriving as cash,90-day total value,90-day transaction count,cash-intensive business type,share of 30-day credits arriving as cash; 90-day total value; 90-day transaction count
R002-349-100,R002,349,100,1.258883813375817e-05,2.54823537214145e-08,0,train,deferred,0.1064,T3_thirty_day,share of 30-day credits arriving as cash,90-day total value,30-day cash credit volume,cash-intensive business type,share of 30-day credits arriving as cash; 90-day total value; 30-day cash credit volume
R002-349-103,R002,349,103,3.116507497807842e-05,4.9068430047790497e-08,0,train,deferred,0.1516,T3_thirty_day,share of 30-day credits arriving as cash,90-day total value,90-day transaction count,cash-intensive business type,share of 30-day credits arriving as cash; 90-day total value; 90-day transaction count
R002-349-104,R002,349,104,0.000172045226083,1.2328660341416706e-07,0,train,review,0.267,T3_thirty_day,share of 30-day credits arriving as cash,30-day cash credit volume,90-day total value,cash-intensive business type,share of 30-day credits arriving as cash; 30-day cash credit volume; 90-day total value
R002-349-107,R002,349,107,4.03691521336062e-05,5.640866532369135e-08,0,train,review,0.1659,T3_thirty_day,share of 30-day credits arriving as cash,30-day cash credit volume,90-day total value,cash-intensive business type,share of 30-day credits arriving as cash; 30-day cash credit volume; 90-day total value
R002-349-118,R002,349,118,0.0001844184468893,6.462012675586634e-08,0,train,review,0.2733,T3_thirty_day,share of 30-day credits arriving as cash,30-day cash credit volume,30-day cash credit count,cash-intensive business type,share of 30-day credits arriving as cash; 30-day cash credit volume; 30-day cash credit count
R002-349-120,R002,349,120,0.0005928013056843,8.548987559728322e-08,0,train,review,0.3753,T3_thirty_day,share of 30-day credits arriving as cash,30-day cash credit volume,30-day cash credit count,cash-intensive business type,share of 30-day credits arriving as cash; 30-day cash credit volume; 30-day cash credit count
R002-349-121,R002,349,121,0.0005837993941968,9.299147527681449e-08,0,valid,review,0.3742,T3_thirty_day,share of 30-day credits arriving as cash,30-day cash credit volume,30-day cash credit count,cash-intensive business type,share of 30-day credits arriving as cash; 30-day cash credit volume; 30-day cash credit count
R002-349-124,R002,349,124,0.0018862655259888,9.826142960019525e-08,0,valid,review,0.493,T3_thirty_day,30-day cash credit volume,share of 30-day credits arriving as cash,30-day cash credit count,cash-intensive business type,30-day cash credit volume; share of 30-day credits arriving as cash; 30-day cash credit count
R002-349-129,R002,349,129,0.004960552522631,1.464098356235257e-07,0,valid,review,0.5902,T3_thirty_day,30-day cash credit volume,share of 30-day credits arriving as cash,30-day cash credit count,cash-intensive business type,30-day cash credit volume; share of 30-day credits arriving as cash; 30-day cash credit count
R002-349-135,R002,349,135,0.000229292906865,1.4344842089883385e-07,0,valid,review,0.2914,T3_thirty_day,share of 30-day credits arriving as cash,30-day cash credit volume,90-day total value,cash-intensive business type,share of 30-day credits arriving as cash; 30-day cash credit volume; 90-day total value
R002-349-136,R002,349,136,0.0001825899137947,1.503542732548126e-07,0,valid,review,0.2725,T3_thirty_day,30-day cash credit volume,share of 30-day credits arriving as cash,90-day total value,cash-intensive business type,30-day cash credit volume; share of 30-day credits arriving as cash; 90-day total value
R002-349-141,R002,349,141,0.0011908435083454,1.5698627942560566e-07,0,valid,review,0.4458,T3_thirty_day,30-day cash credit volume,share of 30-day credits arriving as cash,30-day cash credit count,cash-intensive business type,30-day cash credit volume; share of 30-day credits arriving as cash; 30-day cash credit count
R002-349-143,R002,349,143,0.0024028079926127,1.1405081179105134e-07,0,valid,review,0.5176,T3_thirty_day,30-day cash credit volume,share of 30-day credits arriving as cash,30-day cash credit count,cash-intensive business type,30-day cash credit volume; share of 30-day credits arriving as cash; 30-day cash credit count
R002-349-156,R002,349,156,0.0002621444134147,1.8207493946186545e-07,0,holdout,review,0.3035,T3_thirty_day,share of 30-day credits arriving as cash,30-day cash credit volume,30-day cash credit count,cash-intensive business type,share of 30-day credits arriving as cash; 30-day cash credit volume; 30-day cash credit count
R002-349-158,R002,349,158,0.0001257663079589,1.084504830239588e-07,0,holdout,review,0.2432,T3_thirty_day,share of 30-day credits arriving as cash,30-day cash credit volume,30-day cash credit count,cash-intensive business type,share of 30-day credits arriving as cash; 30-day cash credit volume; 30-day cash credit count
R002-349-159,R002,349,159,0.000175016037158,1.4932206039900156e-07,0,holdout,review,0.2686,T3_thirty_day,share of 30-day credits arriving as cash,30-day cash credit volume,30-day cash credit count,cash-intensive business type,share of 30-day credits arriving as cash; 30-day cash credit volume; 30-day cash credit count
R002-349-167,R002,349,167,0.0009654532636509,1.0975761925383365e-07,0,holdout,review,0.4247,T3_thirty_day,share of 30-day credits arriving as cash,30-day cash credit volume,90-day total value,cash-intensive business type,share of 30-day credits arriving as cash; 30-day cash credit volume; 90-day total value
R002-349-176,R002,349,176,0.0006132913180375,3.3831584823617403e-06,0,holdout,review,0.3785,T3_thirty_day,share of 30-day credits arriving as cash,30-day cash credit volume,90-day total value,cash-intensive business type,share of 30-day credits arriving as cash; 30-day cash credit volume; 90-day total value
R002-349-178,R002,349,178,0.0012688509802332,3.2018833838707107e-06,0,holdout,review,0.4519,T3_thirty_day,30-day cash credit volume,share of 30-day credits arriving as cash,90-day total value,cash-intensive business type,30-day cash credit volume; share of 30-day credits arriving as cash; 90-day total value
R002-349-179,R002,349,179,0.0007761612076179,1.986911914689776e-05,0,holdout,review,0.4013,T3_thirty_day,share of 30-day credits arriving as cash,30-day cash credit volume,90-day total value,cash-intensive business type,share of 30-day credits arriving as cash; 30-day cash credit volume; 90-day total value
R002-355-88,R002,355,88,0.9923685344023476,0.9999996099375889,1,train,review,0.9808,T1_same_day,share of 30-day credits arriving as cash,cash-intensive business type,30-day largest transaction,30-day value with high-risk jurisdictions,share of 30-day credits arriving as cash; cash-intensive business type; 30-day largest transaction
