customer_key,week_index,week_start_date,n_txn,total_value,credit_value,debit_value,cash_credit_value,high_risk_value,distinct_counterparties
178,10,2025-11-10,11,85693.07,65000.0,20693.07,0.0,85000.0,11
178,11,2025-11-17,12,52870.62,10263.03,42607.59,0.0,50000.0,12
178,12,2025-11-24,13,145961.92,100538.01,45423.91,0.0,145000.0,13
178,13,2025-12-01,14,111183.42,55126.2,56057.22,0.0,110000.0,14
178,14,2025-12-09,2,281.25,281.25,0.0,0.0,0.0,2
178,15,2025-12-16,4,1627.92,216.22,1411.7,0.0,0.0,4
178,16,2025-12-23,4,1576.73,546.52,1030.21,0.0,0.0,4
178,17,2025-12-29,2,1162.99,505.07,657.92,0.0,0.0,2
178,18,2026-01-05,3,328.98,157.77,171.21,0.0,0.0,3
178,19,2026-01-12,6,4524.07,3422.9,1101.17,0.0,0.0,6
178,20,2026-01-19,5,1207.98,315.36,892.62,0.0,0.0,5
178,21,2026-01-27,5,194007.61000000002,122586.91,71420.7,0.0,0.0,5
178,22,2026-02-05,1,2116.49,0.0,2116.49,0.0,0.0,1
178,23,2026-02-11,2,248.45,0.0,248.45,0.0,0.0,2
178,25,2026-02-23,6,3782.59,958.1099999999999,2824.48,0.0,0.0,6
180,0,2025-09-03,5,435.83,0.0,435.83,0.0,0.0,5
180,1,2025-09-08,1,112.74,0.0,112.74,0.0,0.0,1
180,2,2025-09-20,1,39.79,39.79,0.0,0.0,0.0,1
180,3,2025-09-22,2,50.42,39.28,11.14,0.0,0.0,2
180,4,2025-09-30,4,433.86,139.94,293.92,0.0,0.0,4
180,5,2025-10-07,4,1032.95,0.0,1032.95,0.0,0.0,4
180,6,2025-10-13,5,472.9,0.0,472.9,0.0,0.0,5
180,7,2025-10-21,5,657.97,63.86,594.11,0.0,0.0,5
180,8,2025-10-30,6,389.62,37.38,352.24,0.0,0.0,6
180,9,2025-11-05,4,239.36,0.0,239.36,0.0,0.0,4
180,10,2025-11-11,6,383775.89,204694.99,179080.9,0.0,0.0,6
180,11,2025-11-18,5,239.93,72.1,167.83,0.0,0.0,5
180,12,2025-11-25,2,35.47,0.0,35.47,0.0,0.0,2
180,13,2025-12-02,6,1103.57,0.0,1103.57,0.0,0.0,6
180,14,2025-12-09,4,621.99,310.94,311.05,0.0,0.0,4
180,15,2025-12-16,4,178.35,0.0,178.35,0.0,0.0,4
180,16,2025-12-26,1,13.46,0.0,13.46,0.0,0.0,1
180,17,2026-01-02,1,768.79,768.79,0.0,0.0,0.0,1
180,18,2026-01-05,4,363.86,83.61,280.25,0.0,0.0,4
180,19,2026-01-12,5,375.07,143.16,231.91,0.0,0.0,5
180,20,2026-01-20,5,487.71,34.93,452.78,0.0,0.0,5
180,21,2026-01-31,4,222486.6,124720.13,97766.47,0.0,0.0,4
180,22,2026-02-03,3,57.13,0.0,57.13,0.0,0.0,3
180,23,2026-02-10,2,210.28,192.66,17.62,0.0,0.0,2
180,24,2026-02-16,6,279.89,71.3,208.59,0.0,0.0,6
180,25,2026-02-23,4,359.51,0.0,359.51,0.0,0.0,4
182,0,2025-09-03,3,159.96,0.0,159.96,0.0,0.0,3
182,1,2025-09-08,7,1476.18,742.8499999999999,733.33,0.0,0.0,7
182,2,2025-09-19,2,1432.79,843.44,589.35,0.0,0.0,2
182,3,2025-09-24,3,712.2,33.95,678.25,0.0,0.0,3
182,4,2025-09-29,9,3586.14,251.82,3334.3199999999997,0.0,0.0,9
182,5,2025-10-08,4,895.54,587.14,308.4,70.12,0.0,4
182,6,2025-10-13,4,2064.74,0.0,2064.74,0.0,0.0,4
182,7,2025-10-20,7,2457.78,177.83,2279.95,0.0,0.0,7
182,8,2025-10-27,9,249382.37,133416.31,115966.06,741.83,0.0,9
182,9,2025-11-03,4,492.39,11.15,481.24,0.0,0.0,4
182,10,2025-11-10,3,433.18,433.18,0.0,241.52,0.0,3
182,11,2025-11-18,2,484.17999999999995,0.0,484.17999999999995,0.0,0.0,2
182,12,2025-11-25,5,2262.4,239.36,2023.04,0.0,0.0,5
182,13,2025-12-01,6,1834.32,95.15,1739.17,0.0,0.0,6
182,14,2025-12-09,4,631.11,242.95,388.16,0.0,0.0,4
182,15,2025-12-15,4,1320.3799999999999,127.84,1192.54,0.0,0.0,4
182,16,2025-12-22,1,171.16,171.16,0.0,0.0,0.0,1
182,17,2025-12-31,2,140.32,0.0,140.32,0.0,0.0,2
182,18,2026-01-05,5,1969.6200000000001,0.0,1969.6200000000001,0.0,0.0,5
182,19,2026-01-12,3,1034.58,179.55,855.03,77.28,0.0,3
182,20,2026-01-19,6,1272.19,317.43,954.76,0.0,0.0,6
182,21,2026-01-31,2,241.87,185.9,55.97,0.0,0.0,2
182,22,2026-02-02,4,728.5799999999999,0.0,728.5799999999999,0.0,113.16,4
182,23,2026-02-09,6,931.8199999999999,151.51,780.31,0.0,0.0,6
182,24,2026-02-17,6,240114.97,134782.19,105332.78,0.0,0.0,6
182,25,2026-02-25,4,1211.35,592.88,618.47,0.0,0.0,4
183,0,2025-09-01,12,21306.42,423.56000000000006,20882.86,0.0,0.0,11
183,1,2025-09-10,6,781.5699999999999,677.8,103.77000000000001,423.95,0.0,6
183,2,2025-09-15,8,20606.97,260.61,20346.36,83.59,0.0,7
183,3,2025-09-22,5,952.1899999999999,723.0699999999999,229.12,0.0,0.0,5
183,4,2025-09-29,8,11129.35,948.8199999999999,10180.53,0.0,0.0,8
183,5,2025-10-06,7,22052.81,460.71999999999997,21592.09,0.0,0.0,6
183,6,2025-10-13,8,1002.6899999999999,777.14,225.55,477.39,0.0,8
183,7,2025-10-20,3,757.35,757.35,0.0,98.76,0.0,3
183,8,2025-10-28,8,1436.23,781.8299999999999,654.4,0.0,0.0,8
183,9,2025-11-03,3,1448.5,87.74,1360.76,0.0,0.0,3
183,10,2025-11-11,3,448.41,251.56,196.85,0.0,0.0,3
183,11,2025-11-17,5,432.48,248.65000000000003,183.83,0.0,0.0,5
183,12,2025-11-25,7,3526.99,2060.37,1466.62,0.0,1239.3,7
183,13,2025-12-01,4,321.64,0.0,321.64,0.0,0.0,4
183,14,2025-12-09,4,457.16,274.29,182.87,0.0,0.0,4
183,15,2025-12-15,8,1127.03,828.17,298.86,6.57,0.0,8
183,16,2025-12-22,6,329.5,244.17,85.33,0.0,0.0,6
183,17,2025-12-29,9,875.4499999999999,875.4499999999999,0.0,0.0,0.0,9
183,18,2026-01-05,7,893.63,822.12,71.50999999999999,0.0,0.0,7
183,19,2026-01-14,5,1145.85,1133.84,12.01,25.52,0.0,5
183,20,2026-01-22,7,7226.86,7160.21,66.65,0.0,0.0,7
183,21,2026-01-26,20,19201.09,18766.8,434.28999999999996,0.0,0.0,20
183,22,2026-02-02,14,6258.22,5900.54,357.68,0.0,0.0,14
183,23,2026-02-09,16,22928.3,22126.54,801.76,0.0,0.0,16
183,24,2026-02-16,15,10062.83,9773.8,289.03,93.43,0.0,15
183,25,2026-02-23,4,1240.29,870.4499999999999,369.84,0.0,0.0,4
188,0,2025-09-02,4,8120.14,0.0,8120.14,0.0,0.0,4
188,1,2025-09-08,4,2309.75,1093.03,1216.72,0.0,0.0,4
188,2,2025-09-18,3,13169.31,0.0,13169.31,0.0,0.0,3
188,3,2025-09-22,4,12803.02,385.92,12417.1,0.0,0.0,4
188,4,2025-09-29,3,18572.7,0.0,18572.7,0.0,0.0,3
188,5,2025-10-07,3,14456.37,913.12,13543.25,0.0,0.0,3
188,6,2025-10-17,2,140.0,0.0,140.0,0.0,0.0,2
188,7,2025-10-20,3,12318.95,0.0,12318.95,0.0,0.0,3
188,8,2025-10-27,3,24072.22,0.0,24072.22,0.0,0.0,2
188,9,2025-11-03,6,14206.47,1192.55,13013.92,0.0,0.0,6
188,10,2025-11-11,2,24000.0,0.0,24000.0,0.0,0.0,1
188,11,2025-11-18,2,1892.8700000000001,56.39,1836.48,0.0,0.0,2
188,12,2025-11-24,4,3013.21,0.0,3013.21,0.0,0.0,4
188,13,2025-12-02,3,482.01,405.19,76.82,0.0,0.0,3
188,14,2025-12-08,1,121.65,0.0,121.65,0.0,0.0,1
188,16,2025-12-22,3,1053.3600000000001,330.54,722.82,0.0,0.0,3
188,17,2025-12-29,6,48944.14,30677.53,18266.61,0.0,0.0,6
188,18,2026-01-07,2,575.85,0.0,575.85,0.0,0.0,2
188,19,2026-01-12,4,1966.7,712.11,1254.59,0.0,0.0,4
188,20,2026-01-19,3,3216.77,0.0,3216.77,0.0,0.0,3
188,21,2026-01-26,5,271932.89,139508.22,132424.66999999998,0.0,0.0,5
188,22,2026-02-02,4,1000.99,674.08,326.90999999999997,0.0,0.0,4
188,23,2026-02-09,4,1177.19,120.31,1056.88,0.0,0.0,4
188,24,2026-02-20,2,504.09000000000003,0.0,504.09000000000003,0.0,0.0,2
189,0,2025-09-03,2,371.75,0.0,371.75,0.0,0.0,2
189,1,2025-09-08,6,115018.97,59935.78,55083.189999999995,89.46,0.0,6
189,2,2025-09-16,2,199.09,0.0,199.09,0.0,0.0,2
189,3,2025-09-22,2,500.53000000000003,450.24,50.29,0.0,0.0,2
189,4,2025-10-04,2,667.76,0.0,667.76,0.0,0.0,2
189,5,2025-10-07,1,82.82,82.82,0.0,0.0,0.0,1
189,6,2025-10-16,1,421.11,0.0,421.11,0.0,0.0,1
189,7,2025-10-22,3,883.3199999999999,32.09,851.23,0.0,0.0,3
189,8,2025-10-27,5,1140.8500000000001,765.61,375.24,0.0,0.0,5
189,9,2025-11-07,1,659.03,0.0,659.03,0.0,0.0,1
189,10,2025-11-11,4,981.6800000000001,67.4,914.28,0.0,0.0,4
189,11,2025-11-17,6,649.79,101.47,548.32,0.0,0.0,6
189,12,2025-11-26,3,511.81,127.07,384.74,0.0,0.0,3
189,13,2025-12-01,4,515.8,0.0,515.8,0.0,0.0,4
189,14,2025-12-08,2,1056.17,1056.17,0.0,0.0,0.0,2
189,15,2025-12-15,3,499.99,241.63,258.36,0.0,0.0,3
189,16,2025-12-22,6,7152.54,719.1700000000001,6433.37,0.0,0.0,6
189,17,2025-12-30,8,2155.41,82.75,2072.66,0.0,0.0,8
189,18,2026-01-09,2,179.74,106.89,72.85,0.0,0.0,2
189,19,2026-01-15,3,448.09,287.82,160.27,0.0,0.0,3
189,20,2026-01-19,3,242885.11,129128.18,113756.93,0.0,0.0,3
189,21,2026-01-27,3,431.33000000000004,46.51,384.82000000000005,0.0,0.0,3
189,22,2026-02-04,3,707.6,314.96,392.64,0.0,0.0,3
189,23,2026-02-09,4,775.85,0.0,775.85,0.0,0.0,4
189,24,2026-02-16,8,1211.96,175.8,1036.16,0.0,0.0,8
189,25,2026-02-25,2,557.9200000000001,128.31,429.61,0.0,0.0,2
193,0,2025-09-04,5,17194.3,376.72,16817.58,0.0,14564.84,5
193,1,2025-09-08,3,10214.69,0.0,10214.69,0.0,8586.57,3
193,2,2025-09-15,6,19663.760000000002,0.0,19663.760000000002,0.0,17640.99,6
193,3,2025-09-22,2,2017.04,1771.21,245.83,0.0,0.0,2
193,4,2025-09-29,5,35929.47,463.1,35466.37,0.0,35307.56,5
193,5,2025-10-07,1,196.84,196.84,0.0,196.84,0.0,1
193,6,2025-10-14,3,2330.19,49.0,2281.19,0.0,0.0,3
193,7,2025-10-20,7,30663.230000000003,581.9300000000001,30081.300000000003,0.0,21183.65,7
193,8,2025-10-30,3,16865.36,0.0,16865.36,0.0,14918.79,3
193,9,2025-11-03,4,12638.99,549.58,12089.41,549.58,10236.88,4
193,10,2025-11-11,3,19233.5,0.0,19233.5,0.0,18609.95,3
193,11,2025-11-17,2,766.24,552.34,213.9,0.0,0.0,2
193,13,2025-12-03,6,80638.55,0.0,80638.55,0.0,8983.16,6
193,14,2025-12-10,4,2273.55,1933.8000000000002,339.75,1536.18,0.0,4
193,15,2025-12-16,2,984.21,0.0,984.21,0.0,0.0,2
193,16,2025-12-24,1,728.1,0.0,728.1,0.0,0.0,1
193,17,2026-01-02,3,16385.55,684.2,15701.35,0.0,15255.56,3
193,18,2026-01-06,5,5055.84,1257.24,3798.6,0.0,0.0,5
193,19,2026-01-14,4,22168.239999999998,6367.49,15800.75,0.0,15166.029999999999,4
193,20,2026-01-21,6,31718.0,0.0,31718.0,0.0,9280.5,6
193,21,2026-01-28,3,22370.15,1438.07,20932.08,0.0,20039.27,3
193,22,2026-02-03,3,2764.81,558.18,2206.63,0.0,0.0,3
193,23,2026-02-10,5,18801.11,0.0,18801.11,0.0,14699.62,5
193,24,2026-02-16,5,2243.66,282.59000000000003,1961.07,0.0,0.0,5
193,25,2026-02-23,3,3734.89,0.0,3734.89,0.0,0.0,3
196,0,2025-09-01,6,66233.08,61893.11,4339.97,466.13,1223.91,6
196,1,2025-09-08,8,75447.56999999999,71621.43,3826.14,6607.02,0.0,8
196,2,2025-09-15,2,4391.32,4391.32,0.0,2656.17,0.0,2
196,3,2025-09-22,8,23872.190000000002,1861.71,22010.480000000003,94.52,18956.15,8
196,4,2025-10-02,2,1131.0,776.87,354.13,0.0,0.0,2
196,5,2025-10-06,7,10359.15,9353.97,1005.1800000000001,2489.63,0.0,7
196,6,2025-10-13,6,4074.71,1887.9,2186.81,0.0,0.0,6
196,7,2025-10-20,7,27436.170000000002,9817.56,17618.61,644.96,0.0,7
196,8,2025-10-27,5,8370.23,3911.89,4458.34,477.52,0.0,5
196,9,2025-11-04,2,3861.4300000000003,2417.82,1443.61,0.0,0.0,2
196,10,2025-11-11,2,2962.91,0.0,2962.91,0.0,0.0,2
196,11,2025-11-17,9,9230.42,7361.05,1869.37,3799.45,0.0,9
196,12,2025-11-26,3,6453.4,2617.65,3835.75,0.0,0.0,3
196,13,2025-12-01,6,14451.22,4191.09,10260.13,0.0,7905.41,6
196,14,2025-12-10,6,17102.29,4669.900000000001,12432.390000000001,0.0,9310.44,6
196,15,2025-12-17,8,17414.76,15075.039999999999,2339.72,2663.16,0.0,8
196,16,2025-12-23,6,3448.52,1654.6299999999999,1793.89,289.14,0.0,6
196,17,2026-01-02,3,14682.710000000001,8701.91,5980.8,0.0,5980.8,3
196,18,2026-01-05,7,29152.87,26789.14,2363.73,6432.58,0.0,7
196,19,2026-01-12,6,19392.16,3748.8500000000004,15643.310000000001,523.19,13341.26,6
196,20,2026-01-19,7,13324.75,6426.28,6898.47,875.1,0.0,7
196,21,2026-01-26,4,19836.34,10521.4,9314.94,0.0,0.0,4
196,22,2026-02-02,11,41207.96,7651.62,33556.340000000004,1854.4899999999998,31021.21,11
196,23,2026-02-09,6,8730.62,5296.68,3433.94,329.26,0.0,6
196,24,2026-02-16,13,127666.13,52870.689999999995,74795.44,9140.74,15969.36,13
196,25,2026-02-25,3,20504.75,0.0,20504.75,0.0,17726.53,3
203,0,2025-09-01,7,514.02,248.97,265.05,0.0,0.0,7
203,1,2025-09-10,4,182.70000000000002,8.84,173.86,8.84,0.0,4
203,2,2025-09-16,6,705.99,0.0,705.99,0.0,0.0,6
203,3,2025-09-23,2,73.43,73.43,0.0,0.0,0.0,2
203,4,2025-09-29,2,167.88,0.0,167.88,0.0,0.0,2
203,5,2025-10-09,4,335.14,34.5,300.64,34.5,0.0,4
203,6,2025-10-13,3,73.82,0.0,73.82,0.0,0.0,3
203,7,2025-10-20,3,336.87,324.66999999999996,12.2,95.66,0.0,3
203,8,2025-10-27,4,314.3,0.0,314.3,0.0,0.0,4
203,9,2025-11-03,5,103.98,73.86,30.12,0.0,0.0,5
203,10,2025-11-11,2,166.18,112.56,53.62,0.0,0.0,2
203,11,2025-11-19,4,286.26,74.94,211.32,0.0,0.0,4
203,12,2025-11-24,7,565.83,306.39,259.44,0.0,0.0,7
203,13,2025-12-01,4,637.9300000000001,0.0,637.9300000000001,0.0,0.0,4
203,14,2025-12-08,5,47208.68,742.8199999999999,46465.86,0.0,0.0,5
203,15,2025-12-15,6,414106.98,211661.56999999998,202445.41,0.0,0.0,6
203,16,2025-12-22,4,527.95,0.0,527.95,0.0,0.0,4
203,18,2026-01-06,2,249.72000000000003,0.0,249.72000000000003,0.0,0.0,2
203,19,2026-01-12,9,726.23,223.20999999999998,503.02000000000004,0.0,0.0,9
203,20,2026-01-19,5,349.25,12.35,336.9,0.0,0.0,5
203,21,2026-01-26,7,891.51,0.0,891.51,0.0,0.0,7
203,22,2026-02-04,3,650.97,55.65,595.3199999999999,0.0,0.0,3
203,23,2026-02-09,4,269.38,0.0,269.38,0.0,0.0,4
203,24,2026-02-16,4,1549.56,0.0,1549.56,0.0,0.0,4
203,25,2026-02-26,1,52.69,0.0,52.69,0.0,0.0,1
206,0,2025-09-02,3,480.36,8.42,471.94,0.0,0.0,3
206,1,2025-09-10,3,409.3,167.21,242.08999999999997,167.21,0.0,3
206,2,2025-09-20,2,393.68,0.0,393.68,0.0,0.0,2
206,3,2025-09-22,5,5049.97,138.79,4911.18,0.0,4763.52,5
206,4,2025-09-29,3,19517.399999999998,0.0,19517.399999999998,0.0,19416.53,3
206,5,2025-10-06,6,17823.0,77.97,17745.03,0.0,17512.12,6
206,6,2025-10-13,1,99.92,0.0,99.92,0.0,0.0,1
206,7,2025-10-22,4,172.12,5.0,167.12,0.0,0.0,4
206,8,2025-10-27,6,14533.550000000001,426.45,14107.1,0.0,13543.12,6
206,9,2025-11-06,5,3052.77,118.33,2934.44,0.0,0.0,5
206,10,2025-11-12,8,25996.82,283.67,25713.15,0.0,25449.91,8
206,11,2025-11-18,5,5536.04,0.0,5536.04,0.0,4822.37,5
206,12,2025-11-24,3,163.48000000000002,0.0,163.48000000000002,0.0,0.0,3
206,13,2025-12-01,6,8619.24,0.0,8619.24,0.0,8072.25,6
206,14,2025-12-08,5,18414.74,64.84,18349.9,0.0,17848.4,5
206,15,2025-12-15,6,670.77,434.14,236.63,0.0,46.1,6
206,16,2025-12-22,7,16527.14,0.0,16527.14,0.0,16166.13,7
206,17,2025-12-29,4,614.11,345.34000000000003,268.77,0.0,0.0,4
206,18,2026-01-05,6,1196.04,772.3399999999999,423.7,0.0,0.0,6
206,19,2026-01-12,5,10500.029999999999,129.38,10370.65,0.0,10089.63,5
206,20,2026-01-20,5,8692.310000000001,215.88,8476.43,0.0,8363.11,5
206,21,2026-01-26,6,13504.77,61.06,13443.710000000001,0.0,13299.7,6
206,22,2026-02-02,5,29310.170000000002,0.0,29310.170000000002,0.0,8615.31,5
206,23,2026-02-10,2,42542.52,0.0,42542.52,0.0,42542.52,2
206,24,2026-02-16,5,10957.45,0.0,10957.45,0.0,10642.69,5
206,25,2026-02-23,5,1440.41,0.0,1440.41,0.0,0.0,5
210,0,2025-09-01,13,25617.530000000002,24251.23,1366.3,24072.710000000003,0.0,13
210,1,2025-09-08,10,1756.6299999999999,1536.45,220.18,883.9,0.0,10
210,2,2025-09-15,11,4521.43,4177.31,344.12,3813.56,0.0,11
210,3,2025-09-22,16,36536.83,35736.68,800.15,34090.85,0.0,16
210,4,2025-09-29,18,32898.89,31802.100000000002,1096.79,30665.0,0.0,18
210,5,2025-10-06,7,11573.859999999999,11388.47,185.39,10103.81,0.0,7
210,6,2025-10-13,10,32749.71,32358.89,390.82,31829.059999999998,0.0,10
210,7,2025-10-21,7,152382.78,78882.21999999999,73500.56,0.0,0.0,7
210,8,2025-10-27,18,527682.0,283606.54,244075.46,10692.91,0.0,18
210,9,2025-11-03,22,467793.63,301865.19,165928.44,34856.67,0.0,22
210,10,2025-11-10,29,502470.08,241177.88,261292.2,42115.1,0.0,29
210,11,2025-11-17,6,3315.23,2365.94,949.29,2306.21,0.0,6
210,12,2025-11-24,9,17224.42,16792.73,431.69,16167.419999999998,0.0,9
210,13,2025-12-01,14,36903.659999999996,34711.57,2192.09,33959.659999999996,0.0,14
210,14,2025-12-08,11,57368.23,56694.07,674.16,9512.09,0.0,11
210,15,2025-12-15,11,30672.23,30148.22,524.01,29227.45,109.46,11
210,16,2025-12-22,12,48212.39,47477.55,734.84,47226.12,0.0,12
210,17,2025-12-29,9,25990.35,25710.57,279.78,25369.43,0.0,9
210,18,2026-01-05,16,30606.58,29782.07,824.51,25201.11,0.0,16
210,19,2026-01-12,11,15061.210000000001,13842.17,1219.04,13496.960000000001,0.0,11
210,20,2026-01-19,11,11084.130000000001,10554.390000000001,529.74,9373.02,0.0,11
210,21,2026-01-26,6,4717.26,4510.48,206.78,4262.21,0.0,6
210,22,2026-02-02,10,14570.77,14425.2,145.57,12985.46,0.0,10
210,23,2026-02-09,14,60921.78,60458.52,463.26000000000005,58916.22,0.0,14
210,24,2026-02-17,15,44615.25,44529.46,85.79,44373.58,0.0,15
210,25,2026-02-23,13,38702.35,38206.37,495.98,36306.19,0.0,13
212,0,2025-09-01,6,523.96,33.58,490.38,0.0,0.0,6
212,1,2025-09-10,2,89.12,50.83,38.29,0.0,0.0,2
212,2,2025-09-15,6,483.07,39.32,443.75,0.0,0.0,6
212,3,2025-09-22,5,506.54,0.0,506.54,0.0,0.0,5
212,4,2025-10-01,2,160.99,89.26,71.73,0.0,0.0,2
212,5,2025-10-08,2,344.77,31.68,313.09,0.0,0.0,2
212,6,2025-10-15,2,164.57,164.57,0.0,0.0,0.0,2
212,7,2025-10-21,9,80096.96,55037.53,25059.43,0.0,80000.0,9
212,8,2025-10-27,15,75938.79,35106.76,40832.03,0.0,75000.0,15
212,9,2025-11-03,14,170357.12,105000.0,65357.12,0.0,170000.0,14
212,10,2025-11-10,13,145193.16,90055.54,55137.62,55.54,145000.0,13
212,11,2025-11-17,7,45668.58,15000.0,30668.58,0.0,45000.0,7
212,12,2025-11-24,5,626.06,0.0,626.06,0.0,0.0,5
212,13,2025-12-01,3,399.87,52.69,347.18,0.0,0.0,3
212,14,2025-12-10,3,1308.39,1203.98,104.41,1203.98,0.0,3
212,15,2025-12-19,2,269.71999999999997,0.0,269.71999999999997,0.0,0.0,2
212,16,2025-12-23,5,443.87,0.0,443.87,0.0,0.0,5
212,17,2025-12-30,4,727.1899999999999,641.0,86.19,0.0,0.0,4
212,18,2026-01-08,4,261.33,46.52,214.80999999999997,0.0,0.0,4
212,19,2026-01-15,2,404.07,329.7,74.37,0.0,0.0,2
212,20,2026-01-21,1,363.1,0.0,363.1,0.0,0.0,1
212,21,2026-01-30,3,200.78,112.39,88.39,0.0,0.0,3
212,22,2026-02-04,2,172.29,0.0,172.29,0.0,0.0,2
212,23,2026-02-09,7,775.67,277.54,498.13,0.0,0.0,7
212,24,2026-02-16,5,591.9,44.8,547.1,44.8,0.0,5
212,25,2026-02-24,2,183.02,0.0,183.02,0.0,0.0,2
213,0,2025-09-06,1,268.77,268.77,0.0,0.0,0.0,1
213,1,2025-09-10,3,8680.05,8680.05,0.0,0.0,0.0,3
213,2,2025-09-15,5,1774.71,1248.21,526.5,0.0,0.0,5
213,3,2025-09-22,4,1815.4099999999999,1509.79,305.62,0.0,0.0,4
213,4,2025-09-29,4,6851.21,738.27,6112.94,335.42,0.0,4
213,5,2025-10-06,8,7243.97,6206.110000000001,1037.8600000000001,0.0,0.0,8
213,6,2025-10-13,4,3112.64,1104.92,2007.72,77.11,0.0,4
213,7,2025-10-22,6,3088.36,2951.37,136.99,0.0,0.0,6
213,8,2025-10-28,2,1929.2399999999998,718.62,1210.62,0.0,0.0,2
213,9,2025-11-04,2,221.03000000000003,39.42,181.61,0.0,0.0,2
213,10,2025-11-10,8,15606.59,14657.89,948.7,0.0,0.0,8
213,11,2025-11-17,20,70184.42,69612.42,572.0,0.0,0.0,20
213,12,2025-11-24,23,101189.74,99608.79,1580.95,0.0,0.0,23
213,13,2025-12-01,22,59013.21,57310.84,1702.37,95.02,176.85,22
213,14,2025-12-08,28,123667.03,123447.27,219.76,9292.4,0.0,28
213,15,2025-12-15,9,23957.23,22675.11,1282.12,5740.9800000000005,0.0,9
213,16,2025-12-22,7,4000.6099999999997,3130.34,870.27,0.0,0.0,7
213,17,2026-01-02,2,585.46,362.1,223.36,0.0,0.0,2
213,18,2026-01-06,4,4035.7999999999997,152.46,3883.34,0.0,0.0,4
213,19,2026-01-12,4,10126.09,95.18,10030.91,0.0,0.0,4
213,20,2026-01-23,3,3395.37,3293.54,101.83,0.0,0.0,3
213,21,2026-01-26,7,5159.5199999999995,3692.37,1467.1499999999999,1965.8,0.0,7
213,22,2026-02-03,7,4744.68,2147.27,2597.41,339.49,0.0,7
213,23,2026-02-09,7,6911.42,4296.18,2615.2400000000002,0.0,1176.12,7
213,24,2026-02-16,6,2434.69,974.27,1460.42,380.76,0.0,6
213,25,2026-02-24,5,5207.8,4956.24,251.56,1145.8,934.78,5
215,0,2025-09-02,1,41.83,0.0,41.83,0.0,0.0,1
215,1,2025-09-08,3,375.54,180.4,195.14000000000001,0.0,0.0,3
215,2,2025-09-17,3,268.92,0.0,268.92,0.0,0.0,3
215,3,2025-09-22,2,92.06,29.15,62.91,0.0,0.0,2
215,4,2025-09-29,2,402.16999999999996,0.0,402.16999999999996,0.0,0.0,2
215,6,2025-10-15,1,37.21,0.0,37.21,0.0,0.0,1
215,7,2025-10-22,3,382.72,242.0,140.72,220.0,0.0,3
215,8,2025-10-27,2,329.3,72.23,257.07,0.0,0.0,2
215,9,2025-11-04,3,888.11,0.0,888.11,0.0,0.0,3
215,10,2025-11-13,1,161.32,0.0,161.32,0.0,0.0,1
215,11,2025-11-20,6,59969.23,49232.340000000004,10736.89,55.55,0.0,6
215,12,2025-11-25,1,116.61,0.0,116.61,0.0,0.0,1
215,13,2025-12-01,8,1599.11,85.0,1514.11,85.0,0.0,8
215,14,2025-12-08,3,306.58,61.22,245.35999999999999,0.0,0.0,3
215,15,2025-12-15,4,1042.01,346.13,695.88,0.0,0.0,4
215,16,2025-12-26,1,22.5,0.0,22.5,0.0,0.0,1
215,17,2025-12-29,4,675.26,0.0,675.26,0.0,0.0,4
215,18,2026-01-06,1,10.14,0.0,10.14,0.0,0.0,1
215,19,2026-01-12,5,857.1899999999999,364.36,492.83,0.0,0.0,5
215,20,2026-01-21,2,377.3,0.0,377.3,0.0,0.0,2
215,21,2026-01-27,4,218.23,0.0,218.23,0.0,0.0,4
215,22,2026-02-02,1,34.67,0.0,34.67,0.0,0.0,1
215,23,2026-02-11,2,690.4200000000001,0.0,690.4200000000001,0.0,0.0,2
215,24,2026-02-16,2,116.53999999999999,116.53999999999999,0.0,0.0,0.0,2
215,25,2026-02-23,3,313.98,0.0,313.98,0.0,0.0,3
220,0,2025-09-03,4,11755.43,0.0,11755.43,0.0,11460.6,4
220,1,2025-09-08,6,14245.26,0.0,14245.26,0.0,13345.29,6
220,2,2025-09-15,2,308.65,0.0,308.65,0.0,0.0,2
220,3,2025-09-23,6,34610.12,0.0,34610.12,0.0,33883.34,6
220,4,2025-09-30,2,930.6800000000001,741.5,189.18,0.0,0.0,2
220,5,2025-10-06,4,22340.34,197.53,22142.809999999998,0.0,21323.3,4
220,6,2025-10-18,2,1451.78,0.0,1451.78,0.0,0.0,2
220,7,2025-10-21,5,15201.05,383.44,14817.609999999999,0.0,14660.97,5
220,8,2025-10-27,5,21958.64,282.95,21675.69,0.0,20892.39,5
220,10,2025-11-11,6,327506.25,170318.83000000002,157187.41999999998,0.0,4505.52,6
220,11,2025-11-17,4,276991.26999999996,147639.50999999998,129351.76,0.0,0.0,4
220,12,2025-11-26,2,10302.33,0.0,10302.33,0.0,10277.48,2
220,13,2025-12-05,2,18544.21,0.0,18544.21,0.0,18232.84,2
220,14,2025-12-09,4,2466.77,89.85,2376.9199999999996,0.0,0.0,4
220,15,2025-12-15,2,20229.23,601.45,19627.78,0.0,19627.78,2
220,16,2025-12-23,3,1967.15,395.56,1571.5900000000001,0.0,0.0,3
220,17,2025-12-29,3,37142.12,36830.82,311.3,0.0,0.0,3
220,18,2026-01-05,3,47504.22,0.0,47504.22,0.0,13788.32,3
220,19,2026-01-12,4,1656.19,88.68,1567.51,0.0,0.0,4
