txn_id,customer_key,date_key,calendar_date,amount_cad,direction,channel,counterparty_country,counterparty_id,hour_of_day,is_high_risk
T000008520,725,3,2025-09-04,6274.66,debit,cheque,CA,P0040293,7,0
T000011113,725,3,2025-09-04,9419.72,debit,wire,CA,P0041888,19,0
T000011691,725,4,2025-09-05,8679.28,credit,cash,CA,P0017359,8,0
T000019212,725,7,2025-09-08,879.32,debit,pos,CA,P0030377,16,0
T000020173,725,7,2025-09-08,6148.55,credit,pos,CA,P0026597,20,0
T000022101,725,8,2025-09-09,4791.44,credit,cheque,CA,P0035615,16,0
T000023489,725,9,2025-09-10,493.33,debit,preauth,XB,P0004868,9,1
T000024062,725,9,2025-09-10,462.95,credit,emt,CA,P0000740,12,0
T000024381,725,9,2025-09-10,1205.4,debit,wire,CA,P0015047,13,0
T000026760,725,10,2025-09-11,3303.9,credit,pos,CA,P0052955,11,0
T000027061,725,10,2025-09-11,1959.51,debit,emt,CA,P0058431,13,0
T000028488,725,10,2025-09-11,1523.99,debit,cheque,CA,P0057613,19,0
T000028995,725,11,2025-09-12,565.17,credit,pos,CA,P0054222,8,0
T000033939,725,13,2025-09-14,729.26,credit,pos,CA,P0045952,14,0
T000039773,725,15,2025-09-16,3143.28,credit,wire,CA,P0017996,17,0
T000039805,725,15,2025-09-16,15930.22,credit,emt,CA,P0012327,17,0
T000042176,725,16,2025-09-17,6723.99,debit,cash,CA,P0031026,15,0
T000042565,725,16,2025-09-17,2868.56,credit,pos,CA,P0015240,17,0
T000043211,725,16,2025-09-17,10779.33,credit,cash,FR,P0015387,20,0
T000044954,725,17,2025-09-18,561.99,credit,wire,CA,P0009490,14,0
T000047858,725,18,2025-09-19,1493.74,credit,cheque,CA,P0045715,14,0
T000051957,725,20,2025-09-21,4221.5,debit,cash,CA,P0048348,15,0
T000057590,725,22,2025-09-23,27229.85,debit,preauth,CA,P0004498,17,0
T000061137,725,23,2025-09-24,75968.6,credit,cheque,CA,P0036788,20,0
T000067680,725,26,2025-09-27,1831.88,debit,pos,CA,P0042700,12,0
T000069306,725,27,2025-09-28,316.42,credit,preauth,CA,P0033058,13,0
T000072109,725,28,2025-09-29,618.35,credit,pos,CA,P0016338,16,0
T000072937,725,28,2025-09-29,3485.68,debit,emt,CA,P0048724,20,0
T000073150,725,29,2025-09-30,26067.34,debit,preauth,CA,P0056962,7,0
T000081664,725,31,2025-10-02,10060.93,credit,emt,CA,P0006432,19,0
T000085132,725,33,2025-10-04,2117.93,debit,pos,CA,P0003768,9,0
T000087973,725,34,2025-10-05,1969.67,credit,wire,CA,P0009347,20,0
T000089365,725,35,2025-10-06,3854.04,credit,pos,CA,P0024340,13,0
T000095483,725,37,2025-10-08,3995.03,debit,cheque,CA,P0057967,14,0
T000095922,725,37,2025-10-08,2284.01,debit,pos,CA,P0025014,15,0
T000096599,725,37,2025-10-08,1109.98,debit,wire,CA,P0022260,19,0
T000098883,725,38,2025-10-09,2146.95,debit,pos,CA,P0013789,16,0
T000099794,725,38,2025-10-09,13382.32,credit,cheque,CA,P0058413,20,0
T000101421,725,39,2025-10-10,22588.54,debit,cheque,CA,P0031300,14,0
T000102199,725,39,2025-10-10,3489.72,credit,pos,CA,P0030664,17,0
T000105940,725,41,2025-10-12,2002.36,credit,cheque,CA,P0040978,19,0
T000106548,725,42,2025-10-13,413.05,credit,cheque,CA,P0023663,9,0
T000108179,725,42,2025-10-13,17488.38,debit,emt,FR,P0043162,16,0
T000113966,725,44,2025-10-15,30546.66,credit,pos,CA,P0048424,15,0
T000115041,725,44,2025-10-15,2479.55,credit,cash,CA,P0050277,20,0
T000115355,725,45,2025-10-16,2235.88,credit,cheque,CA,P0031436,8,0
T000120385,725,46,2025-10-17,417.86,credit,wire,CH,P0001291,17,0
T000122149,725,47,2025-10-18,1256.33,credit,preauth,CA,P0056928,16,0
T000123297,725,48,2025-10-19,10796.98,credit,cash,CA,P0009385,12,0
T000123377,725,48,2025-10-19,784.97,credit,pos,CA,P0043180,13,0
T000126350,725,49,2025-10-20,9052.37,debit,cheque,CA,P0058775,17,0
T000126782,725,49,2025-10-20,2360.26,debit,pos,CA,P0036523,19,0
T000126951,725,49,2025-10-20,1774.54,debit,cheque,CA,P0018056,20,0
T000127071,725,49,2025-10-20,3940.31,credit,emt,CA,P0025501,20,0
T000127638,725,50,2025-10-21,1842.41,credit,pos,CA,P0006571,9,0
T000128557,725,50,2025-10-21,675.38,credit,pos,CA,P0055299,13,0
T000130220,725,51,2025-10-22,6812.01,credit,pos,CA,P0010382,7,0
T000131412,725,51,2025-10-22,1323.54,credit,emt,CA,P0049681,13,0
T000143075,725,56,2025-10-27,1316.76,credit,emt,CA,P0026210,12,0
T000143385,725,56,2025-10-27,15534.98,credit,emt,CA,P0000498,13,0
T000146174,725,57,2025-10-28,3403.32,credit,emt,CA,P0014760,12,0
T000147302,725,57,2025-10-28,12635.26,debit,wire,CA,P0044387,18,0
T000147634,725,57,2025-10-28,1045.04,credit,emt,CA,P0042482,19,0
T000151639,725,59,2025-10-30,16385.61,credit,cheque,CA,P0026113,11,0
T000159798,725,63,2025-11-03,4773.44,credit,pos,CA,P0035506,7,0
T000159847,725,63,2025-11-03,11173.27,credit,emt,CA,P0031538,7,0
T000161650,725,63,2025-11-03,25933.5,credit,emt,CA,P0019402,16,0
T000162515,725,63,2025-11-03,5619.69,debit,cheque,CA,P0002556,20,0
T000164931,725,64,2025-11-04,2664.46,debit,emt,CA,P0042329,18,0
T000165596,725,65,2025-11-05,10480.31,credit,emt,CA,P0029027,7,0
T000167272,725,65,2025-11-05,9841.99,credit,cheque,CA,P0046388,15,0
T000171161,725,66,2025-11-06,1032.33,debit,pos,CA,P0048811,19,0
T000176461,725,69,2025-11-09,2528.97,credit,pos,CA,P0002996,13,0
T000177951,725,70,2025-11-10,1095.99,credit,cheque,CA,P0028931,10,0
T000184928,725,72,2025-11-12,2413.33,credit,pos,CA,P0046559,15,0
T000187175,725,73,2025-11-13,2398.39,debit,cash,CA,P0043493,12,0
T000189908,725,74,2025-11-14,6255.06,debit,pos,CA,P0018889,10,0
T000192997,725,75,2025-11-15,15590.83,debit,cheque,CA,P0010908,15,0
T000196694,725,77,2025-11-17,3855.03,credit,pos,CA,P0027591,13,0
T000203278,725,79,2025-11-19,1804.32,debit,pos,CA,P0045517,17,0
T000209356,725,81,2025-11-21,798.86,credit,wire,CA,P0037460,17,0
T000211293,725,82,2025-11-22,2452.11,credit,cheque,CA,P0015717,17,0
T000212827,725,83,2025-11-23,7969.51,credit,pos,CA,P0057858,16,0
T000218134,725,85,2025-11-25,457.11,debit,pos,CA,P0045121,15,0
T000218528,725,85,2025-11-25,1199.08,debit,emt,CA,P0034546,17,0
T000223881,725,87,2025-11-27,3248.04,debit,cheque,CA,P0041460,14,0
T000232823,725,91,2025-12-01,2627.21,credit,emt,CA,P0007910,12,0
T000233588,725,91,2025-12-01,3568.11,credit,preauth,CA,P0036927,16,0
T000235659,725,92,2025-12-02,1532.55,debit,pos,CA,P0003575,12,0
T000238654,725,93,2025-12-03,846.36,debit,pos,CA,P0002675,11,0
T000243068,725,94,2025-12-04,537.39,debit,preauth,NL,P0059480,18,0
T000244573,725,95,2025-12-05,4706.58,credit,pos,FR,P0012538,11,0
T000245776,725,95,2025-12-05,636.44,debit,cheque,CA,P0036610,16,0
T000247766,725,96,2025-12-06,2552.99,credit,cheque,CA,P0003130,15,0
T000255291,725,99,2025-12-09,5030.08,credit,preauth,CA,P0054892,16,0
T000267512,725,104,2025-12-14,3502.92,debit,pos,CA,P0046383,12,0
T000271236,725,105,2025-12-15,1623.85,credit,cheque,CA,P0006067,19,0
T000273996,725,106,2025-12-16,931.86,credit,emt,CA,P0033004,17,0
T000284608,725,110,2025-12-20,9030.56,credit,cash,CA,P0056374,10,0
T000290551,725,112,2025-12-22,4505.46,debit,cash,CA,P0030851,20,0
T000291009,725,113,2025-12-23,2609.95,debit,emt,CA,P0037450,8,0
T000292518,725,113,2025-12-23,16589.85,credit,wire,CA,P0001872,15,0
T000293725,725,114,2025-12-24,1069.25,debit,pos,CA,P0055623,7,0
T000297587,725,115,2025-12-25,1593.23,debit,wire,CA,P0000101,11,0
T000299036,725,115,2025-12-25,4005.42,credit,preauth,CA,P0023172,17,0
T000299569,725,115,2025-12-25,280.07,debit,cheque,CA,P0048050,20,0
T000300712,725,116,2025-12-26,15127.79,credit,emt,CA,P0053994,11,0
T000302035,725,116,2025-12-26,15622.44,credit,wire,CA,P0025841,17,0
T000302321,725,116,2025-12-26,12949.32,credit,emt,CA,P0057848,18,0
T000303018,725,117,2025-12-27,47897.15,credit,emt,CA,P0018473,8,0
T000303932,725,117,2025-12-27,51629.32,credit,cheque,CA,P0003852,16,0
T000304095,725,117,2025-12-27,16276.89,credit,wire,CA,P0042819,17,0
T000304698,725,118,2025-12-28,20455.58,credit,wire,CA,P0003211,9,0
T000307483,725,119,2025-12-29,9961.5,credit,emt,CA,P0023594,13,0
T000307982,725,119,2025-12-29,14920.53,credit,cheque,CA,P0005688,15,0
T000309898,725,120,2025-12-30,2529.89,credit,pos,CA,P0027353,10,0
T000310473,725,120,2025-12-30,64569.82,credit,cheque,CA,P0001214,12,0
T000311590,725,120,2025-12-30,17745.44,credit,emt,CA,P0031121,17,0
T000313380,725,121,2025-12-31,59538.12,credit,wire,CA,P0004905,12,0
T000314083,725,121,2025-12-31,5208.0,credit,wire,CA,P0017099,15,0
T000315238,725,121,2025-12-31,3365.68,debit,pos,CA,P0001907,20,0
T000317133,725,122,2026-01-01,38054.78,credit,cheque,CA,P0015270,15,0
T000317361,725,122,2026-01-01,28154.5,credit,wire,CA,P0055978,16,0
T000317768,725,122,2026-01-01,924.03,credit,pos,CA,P0001204,18,0
T000318959,725,123,2026-01-02,2351.0,credit,wire,CA,P0008575,9,0
T000319665,725,123,2026-01-02,24820.5,credit,wire,CA,P0030029,13,0
T000322760,725,124,2026-01-03,9530.0,credit,cheque,CA,P0003428,18,0
T000323463,725,125,2026-01-04,17385.62,credit,emt,CA,P0050875,10,0
T000323590,725,125,2026-01-04,34109.61,credit,cheque,CA,P0036462,11,0
T000323987,725,125,2026-01-04,7739.67,credit,emt,CA,P0045531,14,0
T000324145,725,125,2026-01-04,17048.14,credit,cheque,CA,P0013181,16,0
T000325511,725,126,2026-01-05,21083.32,credit,wire,CA,P0040884,10,0
T000327144,725,126,2026-01-05,8536.37,credit,cheque,CA,P0006383,17,0
T000328934,725,127,2026-01-06,30233.62,credit,emt,CA,P0014053,12,0
T000330590,725,127,2026-01-06,32405.77,credit,wire,CA,P0046030,19,0
T000331453,725,128,2026-01-07,14444.71,credit,emt,CA,P0043993,9,0
T000333542,725,128,2026-01-07,12552.25,credit,emt,CA,P0056026,18,0
T000335460,725,129,2026-01-08,38836.43,credit,wire,CA,P0024889,13,0
T000335719,725,129,2026-01-08,8174.42,credit,cheque,CA,P0027590,14,0
T000338753,725,130,2026-01-09,21975.24,credit,emt,CA,P0049105,14,0
T000339895,725,130,2026-01-09,6533.19,credit,wire,CA,P0059188,19,0
T000340433,725,131,2026-01-10,23856.08,credit,wire,CA,P0054270,9,0
T000341674,725,131,2026-01-10,17248.97,credit,cheque,CA,P0006246,18,0
T000343462,725,132,2026-01-11,82738.93,credit,cheque,CA,P0050686,19,0
T000343805,725,133,2026-01-12,29173.03,credit,wire,CA,P0019840,8,0
T000343815,725,133,2026-01-12,13788.31,credit,cheque,CA,P0002429,8,0
T000344174,725,133,2026-01-12,18100.77,credit,cheque,CA,P0058128,9,0
T000344179,725,133,2026-01-12,30456.35,credit,wire,CA,P0024259,9,0
T000344203,725,133,2026-01-12,25249.92,credit,emt,CA,P0027857,9,0
T000345237,725,133,2026-01-12,24938.27,credit,emt,CA,P0001940,14,0
T000345447,725,133,2026-01-12,30922.98,credit,wire,CA,P0026879,15,0
T000348042,725,134,2026-01-13,3009.38,credit,cheque,CA,P0031799,13,0
T000350516,725,135,2026-01-14,3446.07,debit,pos,CA,P0034099,10,0
T000350892,725,135,2026-01-14,74832.83,credit,wire,CA,P0028944,12,0
T000351183,725,135,2026-01-14,1680.46,debit,pos,CA,P0035201,13,0
T000351565,725,135,2026-01-14,15092.21,credit,cheque,CA,P0025405,15,0
T000352984,725,136,2026-01-15,81990.42,credit,emt,CA,P0051620,8,0
T000353123,725,136,2026-01-15,1188.39,debit,cheque,CA,P0038789,8,0
T000353664,725,136,2026-01-15,17933.45,credit,wire,CA,P0022184,11,0
T000356211,725,137,2026-01-16,21772.85,credit,emt,CA,P0029930,9,0
T000356818,725,137,2026-01-16,6213.12,credit,emt,CA,P0049847,11,0
T000357151,725,137,2026-01-16,1762.88,credit,cheque,CA,P0053532,13,0
T000357963,725,137,2026-01-16,17707.93,credit,cheque,CA,P0022231,17,0
T000357974,725,137,2026-01-16,150000.0,credit,cheque,CA,P0033178,17,0
T000357975,725,137,2026-01-16,44845.11,credit,wire,CA,P0031845,17,0
T000358072,725,137,2026-01-16,58013.9,credit,cheque,CA,P0047160,17,0
T000359163,725,138,2026-01-17,21579.07,credit,emt,CA,P0043892,9,0
T000359181,725,138,2026-01-17,62611.24,credit,emt,CA,P0050782,9,0
T000360405,725,138,2026-01-17,84073.73,credit,wire,CA,P0008339,19,0
T000360862,725,139,2026-01-18,13514.36,credit,emt,CA,P0016948,9,0
T000361003,725,139,2026-01-18,1790.85,debit,pos,CA,P0051362,10,0
T000361100,725,139,2026-01-18,43670.81,credit,wire,CA,P0039754,11,0
T000361139,725,139,2026-01-18,32637.37,credit,emt,CA,P0057310,11,0
T000361790,725,139,2026-01-18,12759.52,credit,emt,CA,P0010156,16,0
T000361940,725,139,2026-01-18,25093.34,credit,emt,CA,P0058310,17,0
T000365145,725,140,2026-01-19,8766.65,credit,wire,CA,P0045120,19,0
T000366019,725,141,2026-01-20,8874.12,credit,wire,CA,P0000195,10,0
T000366937,725,141,2026-01-20,3749.18,debit,pos,CA,P0046666,14,0
T000367409,725,141,2026-01-20,18151.75,credit,cheque,CA,P0006989,16,0
T000367637,725,141,2026-01-20,12958.36,credit,emt,CA,P0009926,17,0
T000367835,725,141,2026-01-20,3625.9,credit,cheque,CA,P0009524,18,0
T000368027,725,141,2026-01-20,26327.51,credit,cheque,CA,P0016873,19,0
T000369223,725,142,2026-01-21,18545.9,credit,emt,CA,P0009008,10,0
T000370222,725,142,2026-01-21,2914.75,credit,cash,CA,P0040770,15,0
T000371278,725,142,2026-01-21,25577.91,credit,emt,CA,P0010898,19,0
T000372535,725,143,2026-01-22,12788.89,credit,emt,CA,P0017521,11,0
T000372605,725,143,2026-01-22,7929.21,debit,emt,CH,P0025665,12,0
T000373089,725,143,2026-01-22,7750.15,debit,preauth,CA,P0032367,14,0
T000373380,725,143,2026-01-22,8455.29,credit,wire,CA,P0039793,15,0
T000373769,725,143,2026-01-22,2578.99,credit,pos,CA,P0029030,17,0
T000374938,725,144,2026-01-23,20827.47,credit,emt,CA,P0049392,8,0
T000375374,725,144,2026-01-23,22506.57,credit,emt,CA,P0057799,10,0
T000375760,725,144,2026-01-23,8749.66,debit,preauth,CA,P0013019,12,0
T000378524,725,145,2026-01-24,27665.79,credit,emt,CA,P0038157,14,0
T000378625,725,145,2026-01-24,52159.79,credit,emt,CA,P0022497,14,0
T000379900,725,146,2026-01-25,338.07,credit,preauth,CA,P0025584,11,0
T000380083,725,146,2026-01-25,10263.64,credit,pos,CA,P0020150,12,0
T000381127,725,147,2026-01-26,3449.3,debit,pos,CA,P0059951,7,0
T000387500,725,149,2026-01-28,1843.36,debit,pos,CA,P0019645,9,0
T000391642,725,150,2026-01-29,6560.69,credit,wire,UNK,P0056687,13,0
T000395688,725,151,2026-01-30,1034.67,debit,cheque,CA,P0030412,17,0
T000396232,725,151,2026-01-30,10858.44,credit,preauth,CA,P0007914,20,0
T000401571,725,154,2026-02-02,2218.21,credit,cheque,CA,P0041322,15,0
T000403118,725,155,2026-02-03,1684.64,credit,wire,CA,P0002396,8,0
T000403253,725,155,2026-02-03,20893.83,credit,pos,CA,P0043625,9,0
T000406829,725,156,2026-02-04,2815.28,credit,emt,CA,P0010315,12,0
T000411289,725,157,2026-02-05,3103.9,debit,pos,NL,P0000216,19,0
T000428888,725,164,2026-02-12,6673.07,debit,emt,CA,P0046817,17,0
T000429608,725,164,2026-02-12,16318.8,debit,cheque,CA,P0002265,20,0
T000430757,725,165,2026-02-13,19069.3,credit,pos,CA,P0056382,12,0
T000435060,725,167,2026-02-15,7264.01,credit,pos,CA,P0034040,16,0
T000436265,725,168,2026-02-16,2731.06,debit,emt,CA,P0021375,10,0
T000438352,725,168,2026-02-16,1216.41,debit,preauth,CA,P0054077,20,0
T000449371,725,172,2026-02-20,8920.35,credit,pos,CA,P0055407,19,0
T000455890,725,176,2026-02-24,6504.14,credit,cheque,CA,P0023133,8,0
T000456679,725,176,2026-02-24,1594.61,credit,cheque,CA,P0042315,12,0
T000460377,725,177,2026-02-25,5574.04,credit,cash,CA,P0038366,16,0
T000466538,725,179,2026-02-27,12149.66,credit,pos,CA,P0001978,19,0
T000001972,727,0,2025-09-01,10858.11,credit,pos,CA,P0031617,16,0
T000003989,727,1,2025-09-02,7502.37,credit,cash,CA,P0040838,12,0
T000005129,727,1,2025-09-02,4153.64,credit,cash,CA,P0048258,17,0
T000006338,727,2,2025-09-03,5303.33,credit,cash,CA,P0044375,10,0
T000006743,727,2,2025-09-03,3171.93,credit,cash,CA,P0008320,12,0
T000007743,727,2,2025-09-03,5910.69,credit,cash,CA,P0049113,17,0
T000007748,727,2,2025-09-03,764.79,credit,cash,CA,P0008341,17,0
T000008963,727,3,2025-09-04,4390.34,credit,cash,CA,P0039743,9,0
T000009253,727,3,2025-09-04,3359.86,credit,cash,CA,P0007002,10,0
T000009555,727,3,2025-09-04,3774.56,credit,cash,CA,P0029038,11,0
T000010111,727,3,2025-09-04,6570.9,credit,cash,CA,P0043399,14,0
T000010491,727,3,2025-09-04,4925.71,credit,cash,CA,P0020243,16,0
T000011304,727,3,2025-09-04,4559.47,credit,cash,CA,P0022245,20,0
T000012480,727,4,2025-09-05,7782.41,credit,cash,CA,P0023128,11,0
T000012793,727,4,2025-09-05,1870.11,credit,cash,CA,P0036975,13,0
T000015435,727,5,2025-09-06,2067.92,credit,cash,CA,P0032547,16,0
T000015542,727,5,2025-09-06,4977.86,credit,cash,CA,P0047700,18,0
T000015698,727,5,2025-09-06,2071.3,credit,cash,CA,P0012845,19,0
T000017486,727,7,2025-09-08,1820.47,credit,cheque,CA,P0042366,7,0
T000020627,727,8,2025-09-09,6879.41,credit,cash,CA,P0033251,9,0
T000020635,727,8,2025-09-09,3661.06,credit,cash,CA,P0057249,9,0
T000020862,727,8,2025-09-09,15622.62,credit,cash,CA,P0023954,10,0
T000021454,727,8,2025-09-09,2307.11,credit,cash,CA,P0008889,13,0
T000021730,727,8,2025-09-09,1892.71,credit,pos,FR,P0047097,14,0
T000021760,727,8,2025-09-09,5240.39,credit,cash,CA,P0036478,14,0
T000023939,727,9,2025-09-10,582.87,credit,pos,CA,P0025248,11,0
T000024960,727,9,2025-09-10,3164.19,credit,cash,CA,P0041028,16,0
T000027066,727,10,2025-09-11,4012.89,credit,cash,GB,P0000693,13,0
T000029098,727,11,2025-09-12,8000.0,debit,emt,CA,P0059381,9,0
T000029530,727,11,2025-09-12,12583.74,credit,cash,CA,P0030041,11,0
T000029811,727,11,2025-09-12,9254.96,credit,cash,CA,P0004955,12,0
T000029996,727,11,2025-09-12,4385.91,credit,cash,CA,P0034267,13,0
T000030123,727,11,2025-09-12,2675.99,credit,cash,CA,P0026763,13,0
T000030896,727,11,2025-09-12,22547.14,credit,cash,CA,P0044704,17,0
T000030937,727,11,2025-09-12,2121.39,credit,cash,CA,P0030695,17,0
T000031126,727,11,2025-09-12,2006.72,credit,cash,CA,P0032638,18,0
T000031165,727,11,2025-09-12,10644.7,credit,cash,CA,P0020592,19,0
T000033278,727,13,2025-09-14,1107.88,credit,cash,CA,P0037869,8,0
T000034270,727,13,2025-09-14,6348.7,credit,cash,CA,P0022879,17,0
T000034400,727,13,2025-09-14,3776.02,credit,cash,CA,P0016945,18,0
T000035338,727,14,2025-09-15,4296.21,credit,cash,CA,P0010483,10,0
T000035669,727,14,2025-09-15,7190.88,credit,cash,CA,P0035040,12,0
T000036220,727,14,2025-09-15,595.74,credit,cash,CA,P0034671,14,0
T000037274,727,14,2025-09-15,3109.72,credit,cash,CA,P0042984,19,0
T000041264,727,16,2025-09-17,1393.64,credit,cash,CA,P0052912,10,0
T000041377,727,16,2025-09-17,9149.14,debit,pos,CA,P0009707,11,0
T000043610,727,17,2025-09-18,6890.8,debit,pos,CA,P0042855,8,0
T000043789,727,17,2025-09-18,3356.12,credit,cash,CA,P0012254,8,0
T000044689,727,17,2025-09-18,3725.31,credit,cash,CA,P0039995,13,0
T000045645,727,17,2025-09-18,3068.57,credit,cash,CA,P0053652,17,0
T000046743,727,18,2025-09-19,2112.29,debit,pos,CA,P0026040,9,0
T000048063,727,18,2025-09-19,6548.14,credit,pos,CA,P0047320,15,0
T000049543,727,19,2025-09-20,8000.0,debit,emt,CA,P0059381,9,0
T000050852,727,19,2025-09-20,1120.49,credit,cash,CA,P0055027,20,0
T000053128,727,21,2025-09-22,744.67,debit,pos,CA,P0034724,10,0
T000054042,727,21,2025-09-22,4665.05,credit,cash,CA,P0001762,14,0
T000057253,727,22,2025-09-23,1848.54,debit,pos,CA,P0053671,16,0
T000061192,727,24,2025-09-25,1050.9,debit,pos,CA,P0014627,7,0
T000062391,727,24,2025-09-25,13979.8,credit,cash,CA,P0039979,12,0
T000063828,727,24,2025-09-25,1711.25,debit,pos,CA,P0006088,19,0
T000064055,727,24,2025-09-25,4714.43,debit,cheque,CA,P0032921,20,0
T000069711,727,27,2025-09-28,703.06,debit,cheque,CA,P0029465,17,0
T000069738,727,27,2025-09-28,8000.0,debit,wire,CA,P0059381,17,0
T000070903,727,28,2025-09-29,3845.71,credit,cash,CA,P0031891,10,0
T000071016,727,28,2025-09-29,4171.38,credit,cash,CA,P0033817,11,0
T000071731,727,28,2025-09-29,2973.54,credit,cash,CA,P0051093,15,0
T000071995,727,28,2025-09-29,601.83,credit,pos,CA,P0059311,16,0
T000073840,727,29,2025-09-30,5933.84,credit,cash,CA,P0013421,11,0
T000073876,727,29,2025-09-30,915.57,credit,cash,CA,P0028269,11,0
T000074916,727,29,2025-09-30,5587.92,credit,preauth,CA,P0027970,15,0
T000075301,727,29,2025-09-30,4603.68,credit,cash,CA,P0035573,17,0
T000077730,727,30,2025-10-01,17221.58,credit,cash,CA,P0014351,15,0
T000077741,727,30,2025-10-01,2571.52,credit,pos,CA,P0042055,15,0
T000079704,727,31,2025-10-02,8722.46,credit,cash,CA,P0022285,10,0
T000080690,727,31,2025-10-02,4965.75,credit,cash,CA,P0030540,15,0
T000080714,727,31,2025-10-02,7009.27,debit,cheque,CA,P0056662,15,0
T000081493,727,31,2025-10-02,9533.6,credit,cash,CA,P0014386,18,0
T000081941,727,32,2025-10-03,951.73,debit,emt,CA,P0002131,7,0
T000083752,727,32,2025-10-03,8000.0,debit,emt,CA,P0059381,15,0
T000084392,727,32,2025-10-03,1059.03,credit,emt,CA,P0059972,18,0
T000084802,727,32,2025-10-03,5371.81,credit,cash,CA,P0020324,20,0
T000084807,727,32,2025-10-03,3168.91,credit,cash,CA,P0058669,20,0
T000086719,727,34,2025-10-05,3962.84,debit,pos,CA,P0032604,9,0
T000088004,727,34,2025-10-05,1033.82,credit,cash,CA,P0034356,20,0
T000089448,727,35,2025-10-06,8000.0,debit,emt,CA,P0059381,14,0
T000092271,727,36,2025-10-07,5974.37,debit,pos,CA,P0012194,12,0
T000094639,727,37,2025-10-08,8917.53,credit,cash,CA,P0027895,10,0
T000095665,727,37,2025-10-08,853.51,debit,cheque,CA,P0009857,14,0
T000095813,727,37,2025-10-08,7166.28,credit,cash,CA,P0048378,15,0
T000095884,727,37,2025-10-08,9919.56,credit,cash,CA,P0027485,15,0
T000096324,727,37,2025-10-08,3480.56,credit,cash,CA,P0027480,17,0
T000096552,727,37,2025-10-08,8785.22,credit,cash,CA,P0023023,19,0
T000096844,727,37,2025-10-08,11609.87,credit,cash,CA,P0016350,20,0
T000099430,727,38,2025-10-09,2865.27,debit,cash,CA,P0002513,18,0
T000103540,727,40,2025-10-11,9796.56,credit,cash,CA,P0039829,13,0
T000103956,727,40,2025-10-11,8661.21,credit,cash,CA,P0044669,16,0
T000104353,727,40,2025-10-11,9980.88,credit,cash,CA,P0014069,19,0
T000105601,727,41,2025-10-12,825.81,debit,cash,CA,P0006756,16,0
T000105999,727,41,2025-10-12,4094.08,credit,cash,CA,P0030404,19,0
T000106102,727,41,2025-10-12,1444.87,credit,cash,CA,P0049062,20,0
T000107004,727,42,2025-10-13,616.17,credit,cash,CA,P0020776,11,0
T000107375,727,42,2025-10-13,5028.78,credit,cash,CA,P0021072,12,0
T000108180,727,42,2025-10-13,841.34,debit,cash,CA,P0045480,16,0
T000108632,727,42,2025-10-13,17296.21,credit,cash,CA,P0053776,18,0
T000109767,727,43,2025-10-14,1208.13,credit,cash,CA,P0055420,9,0
T000118098,727,46,2025-10-17,399.24,debit,cash,CA,P0047623,7,0
T000118165,727,46,2025-10-17,810.86,debit,cash,CA,P0017763,7,0
T000121575,727,47,2025-10-18,1151.77,debit,pos,CA,P0056124,11,0
T000123853,727,48,2025-10-19,9294.23,credit,cash,CA,P0019831,17,0
T000123894,727,48,2025-10-19,8261.19,credit,cash,CA,P0042928,18,0
T000127921,727,50,2025-10-21,8025.07,credit,cash,CA,P0012997,10,0
T000128040,727,50,2025-10-21,8303.47,credit,cash,CA,P0002483,11,0
T000128170,727,50,2025-10-21,715.49,debit,cash,CA,P0035438,11,0
T000128520,727,50,2025-10-21,3357.95,credit,cash,CA,P0053670,13,0
T000128935,727,50,2025-10-21,8736.41,credit,cash,CA,P0045502,15,0
T000130081,727,50,2025-10-21,1605.56,debit,pos,CA,P0013909,20,0
T000131418,727,51,2025-10-22,1326.95,debit,cash,CA,P0043431,13,0
T000132123,727,51,2025-10-22,1423.58,credit,pos,GB,P0002389,16,0
T000136431,727,53,2025-10-24,6603.82,credit,pos,CA,P0056021,9,0
T000136972,727,53,2025-10-24,6111.99,credit,cash,CA,P0038756,12,0
T000137795,727,53,2025-10-24,1484.36,debit,pos,CA,P0009884,16,0
T000138154,727,53,2025-10-24,2697.93,credit,cash,CA,P0011090,17,0
T000139884,727,54,2025-10-25,44932.57,debit,wire,CA,P0039242,16,0
T000140104,727,54,2025-10-25,8186.01,debit,cheque,CA,P0055639,18,0
T000140612,727,55,2025-10-26,9096.19,credit,cash,CA,P0045910,9,0
T000140712,727,55,2025-10-26,8815.66,credit,cash,CA,P0057228,9,0
T000141382,727,55,2025-10-26,7055.69,credit,cash,CA,P0040932,15,0
T000141596,727,55,2025-10-26,4622.94,credit,cash,CA,P0046122,17,0
T000141745,727,55,2025-10-26,3970.86,credit,cash,CA,P0059588,18,0
T000141801,727,55,2025-10-26,2115.65,credit,cash,CA,P0054465,19,0
T000141951,727,55,2025-10-26,5417.45,credit,cash,CA,P0023710,20,0
T000142551,727,56,2025-10-27,9351.76,credit,cash,CA,P0056047,9,0
T000143458,727,56,2025-10-27,9008.69,credit,cash,CA,P0016667,13,0
T000143771,727,56,2025-10-27,9293.66,credit,cash,CA,P0017585,15,0
T000143845,727,56,2025-10-27,8059.66,credit,cash,CA,P0039048,15,0
T000144534,727,56,2025-10-27,1507.11,debit,cheque,CA,P0012276,18,0
T000146161,727,57,2025-10-28,912.27,credit,cash,CA,P0045326,12,0
T000146272,727,57,2025-10-28,4363.28,credit,preauth,CA,P0041040,13,0
