alert_id,rule_id,customer_key,date_key,calendar_date,trigger_amount,trigger_txn_count,detail,score,score_percentile,tier,priority,split,is_true_positive,reason_1,reason_2,reason_3,top_mitigant
R003-356-100,R003,356,100,2025-12-10,211396.77,2.0,pass-through ratio 142.0% within 72h,0.0506568756616357,0.7896,T2_five_day,review,train,0,7-day largest transaction,occupation or business type money services,cash-intensive business type,7-day credit volume
R003-362-37,R003,362,37,2025-10-08,31812.69,3.0,pass-through ratio 82.0% within 72h,0.00244392278995,0.5196,T3_thirty_day,review,train,0,cash-intensive business type,7-day high-risk jurisdiction count,home province ON,share of 30-day credits arriving as cash
R003-362-108,R003,362,108,2025-12-18,46939.59,4.0,pass-through ratio 97.0% within 72h,0.0009218768810466,0.4201,T3_thirty_day,review,train,0,cash-intensive business type,home province ON,90-day debit value,share of 30-day credits arriving as cash
R003-365-75,R003,365,75,2025-11-15,145004.59,3.0,pass-through ratio 82.0% within 72h,0.0014224158562852,0.4636,T3_thirty_day,review,train,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R003-365-146,R003,365,146,2026-01-25,170886.57,2.0,pass-through ratio 96.0% within 72h,0.2736212874283176,0.8888,T2_five_day,review,valid,0,cash-intensive business type,7-day wire value,7-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R003-368-155,R003,368,155,2026-02-03,33960.98,2.0,pass-through ratio 138.0% within 72h,0.0771074689815075,0.8174,T2_five_day,review,holdout,0,cash-intensive business type,occupation or business type import export,30-day largest transaction,share of 30-day credits arriving as cash
R003-373-8,R003,373,8,2025-09-09,143994.27,5.0,pass-through ratio 136.0% within 72h,0.000853580271212,0.4111,T3_thirty_day,review,train,0,cash-intensive business type,7-day high-risk jurisdiction count,90-day out-of-hours transaction count,share of 30-day credits arriving as cash
R003-373-9,R003,373,9,2025-09-10,77641.26,5.0,pass-through ratio 248.0% within 72h,0.0003003519284342,0.3162,T3_thirty_day,review,train,0,cash-intensive business type,7-day largest transaction,7-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R003-373-10,R003,373,10,2025-09-11,153886.13,5.0,pass-through ratio 126.0% within 72h,0.000261740122494,0.3031,T3_thirty_day,review,train,0,7-day largest transaction,7-day wire value,cash-intensive business type,7-day total value
R003-380-131,R003,380,131,2026-01-10,15091.26,1.0,pass-through ratio 100.0% within 72h,0.2017317853285975,0.874,T2_five_day,review,valid,0,share of 30-day credits arriving as cash,30-day cash credit volume,politically exposed person flag,cash-intensive business type
R003-391-116,R003,391,116,2025-12-26,41423.32,2.0,pass-through ratio 94.0% within 72h,0.000514605834801,0.363,T3_thirty_day,review,train,0,cash-intensive business type,7-day high-risk jurisdiction count,home province ON,share of 30-day credits arriving as cash
R003-404-84,R003,404,84,2025-11-24,16470.15,5.0,pass-through ratio 234.0% within 72h,0.0406805416092675,0.7745,T2_five_day,review,train,0,cash-intensive business type,occupation or business type import export,7-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R003-404-85,R003,404,85,2025-11-25,28087.35,4.0,pass-through ratio 136.0% within 72h,0.0382811282367838,0.7703,T2_five_day,review,train,0,cash-intensive business type,occupation or business type import export,7-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R003-406-98,R003,406,98,2025-12-08,141883.3,1.0,pass-through ratio 89.0% within 72h,0.507954485053209,0.9205,T1_same_day,review,train,0,cash-intensive business type,7-day largest transaction,7-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R003-418-30,R003,418,30,2025-10-01,22729.59,2.0,pass-through ratio 98.0% within 72h,0.3016195576881201,0.8935,T2_five_day,review,train,0,cash-intensive business type,30-day largest transaction,7-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R003-418-137,R003,418,137,2026-01-16,188581.33,3.0,pass-through ratio 80.0% within 72h,0.2800340075625508,0.8899,T2_five_day,review,valid,0,cash-intensive business type,7-day wire value,7-day largest transaction,share of 30-day credits arriving as cash
R003-424-107,R003,424,107,2025-12-17,141056.73,3.0,pass-through ratio 97.0% within 72h,0.0048589571273152,0.5875,T3_thirty_day,review,train,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R003-424-154,R003,424,154,2026-02-02,160927.38,1.0,pass-through ratio 88.0% within 72h,0.091871905898598,0.8293,T2_five_day,review,holdout,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R003-430-103,R003,430,103,2025-12-13,15836.11,2.0,pass-through ratio 105.0% within 72h,0.0001985279267162,0.28,T3_thirty_day,review,train,0,7-day largest transaction,occupation or business type auto dealer,7-day high-risk jurisdiction count,cash-intensive business type
R003-462-172,R003,462,172,2026-02-20,81836.13,2.0,pass-through ratio 81.0% within 72h,0.0365189901784533,0.7675,T2_five_day,review,holdout,0,cash-intensive business type,7-day high-risk jurisdiction count,home province ON,share of 30-day credits arriving as cash
R003-465-11,R003,465,11,2025-09-12,109379.65,2.0,pass-through ratio 95.0% within 72h,0.0019699065234357,0.4981,T3_thirty_day,review,train,0,cash-intensive business type,90-day out-of-hours transaction count,7-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R003-471-124,R003,471,124,2026-01-03,109270.46,3.0,pass-through ratio 82.0% within 72h,0.6175224027592584,0.9297,T1_same_day,review,valid,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R003-476-62,R003,476,62,2025-11-02,153845.12,2.0,pass-through ratio 85.0% within 72h,0.3423675002169713,0.9004,T1_same_day,review,train,0,cash-intensive business type,7-day wire value,7-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R003-476-155,R003,476,155,2026-02-03,206698.84,3.0,pass-through ratio 119.0% within 72h,0.00228652164649,0.5128,T3_thirty_day,review,holdout,0,cash-intensive business type,7-day largest transaction,7-day high-risk jurisdiction count,7-day total value
R003-477-144,R003,477,144,2026-01-23,30678.15,2.0,pass-through ratio 98.0% within 72h,0.0012561215498605,0.4508,T3_thirty_day,review,valid,0,90-day total value,30-day credit volume,90-day credit value,30-day largest transaction
R003-480-89,R003,480,89,2025-11-29,18242.33,4.0,pass-through ratio 902.0% within 72h,0.1829810378022815,0.8683,T2_five_day,review,train,0,cash-intensive business type,30-day largest transaction,7-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R003-480-90,R003,480,90,2025-11-30,74183.86,3.0,pass-through ratio 130.0% within 72h,0.3896227264913851,0.9066,T1_same_day,review,train,0,7-day wire value,cash-intensive business type,30-day wire value,share of 30-day credits arriving as cash
R003-480-92,R003,480,92,2025-12-02,34408.21,2.0,pass-through ratio 93.0% within 72h,0.1526192596301961,0.859,T2_five_day,review,train,0,7-day wire value,cash-intensive business type,30-day wire value,90-day wire value
R003-480-99,R003,480,99,2025-12-09,58428.16,3.0,pass-through ratio 97.0% within 72h,0.1049033033569973,0.8377,T2_five_day,review,train,0,30-day wire value,cash-intensive business type,7-day high-risk jurisdiction count,90-day wire value
R003-480-105,R003,480,105,2025-12-15,34853.85,1.0,pass-through ratio 86.0% within 72h,0.0798488535749216,0.8201,T2_five_day,review,train,0,30-day wire value,cash-intensive business type,90-day debit value,90-day wire value
R003-480-107,R003,480,107,2025-12-17,51289.7,4.0,pass-through ratio 217.0% within 72h,0.0274740474207128,0.7458,T2_five_day,review,train,0,30-day wire value,90-day debit value,cash-intensive business type,90-day wire value
R003-480-108,R003,480,108,2025-12-18,42795.05,3.0,pass-through ratio 190.0% within 72h,0.0142342894130715,0.6911,T2_five_day,review,train,0,30-day wire value,90-day debit value,cash-intensive business type,90-day wire value
R003-480-113,R003,480,113,2025-12-23,18101.32,1.0,pass-through ratio 85.0% within 72h,0.0128403799118233,0.6808,T2_five_day,review,train,0,30-day wire value,90-day debit value,cash-intensive business type,90-day wire value
R003-484-0,R003,484,0,2025-09-01,15553.85,3.0,pass-through ratio 92.0% within 72h,0.0003118885469197,0.3198,T3_thirty_day,review,train,0,share of 30-day credits arriving as cash,30-day largest transaction,90-day out-of-hours transaction count,cash-intensive business type
R003-484-56,R003,484,56,2025-10-27,21322.55,1.0,pass-through ratio 339.0% within 72h,0.0023429025507019,0.5154,T3_thirty_day,review,train,0,share of 30-day credits arriving as cash,30-day cash credit volume,7-day high-risk jurisdiction count,cash-intensive business type
R003-484-113,R003,484,113,2025-12-23,22075.24,2.0,pass-through ratio 113.0% within 72h,2.0020650102860818e-06,0.0522,T3_thirty_day,deferred,train,0,90-day total value,7-day high-risk jurisdiction count,home province ON,cash-intensive business type
R003-491-33,R003,491,33,2025-10-04,51843.88,2.0,pass-through ratio 88.0% within 72h,0.0552626150134731,0.795,T2_five_day,review,train,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R003-491-96,R003,491,96,2025-12-06,154250.14,1.0,pass-through ratio 93.0% within 72h,0.0132979190716732,0.6845,T2_five_day,review,train,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R003-505-70,R003,505,70,2025-11-10,65436.16,5.0,pass-through ratio 81.0% within 72h,0.0675249404277779,0.8092,T2_five_day,review,train,0,cash-intensive business type,90-day debit value,home province BC,share of 30-day credits arriving as cash
R003-508-162,R003,508,162,2026-02-10,84390.33,2.0,pass-through ratio 92.0% within 72h,0.0094134402591877,0.6509,T2_five_day,review,holdout,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R003-519-70,R003,519,70,2025-11-10,106924.43,5.0,pass-through ratio 98.0% within 72h,0.1777748654843344,0.8664,T2_five_day,review,train,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R003-523-67,R003,523,67,2025-11-07,45754.11,3.0,pass-through ratio 85.0% within 72h,0.059003228494011,0.7994,T2_five_day,review,train,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R003-529-133,R003,529,133,2026-01-12,20000.0,2.0,pass-through ratio 100.0% within 72h,0.9331805078031398,0.9596,T1_same_day,review,valid,0,30-day value with high-risk jurisdictions,cash-intensive business type,share of transactions at round values,30-day high-risk jurisdiction count
R003-530-1,R003,530,1,2025-09-02,212008.29,4.0,pass-through ratio 91.0% within 72h,1.3898341394938322e-05,0.1104,T3_thirty_day,deferred,train,0,cash-intensive business type,7-day largest transaction,90-day out-of-hours transaction count,average value per counterparty
R003-530-22,R003,530,22,2025-09-23,60036.4,1.0,pass-through ratio 95.0% within 72h,0.0005233366977867,0.3642,T3_thirty_day,review,train,0,cash-intensive business type,7-day high-risk jurisdiction count,90-day debit value,30-day largest transaction
R003-532-129,R003,532,129,2026-01-08,20000.0,4.0,pass-through ratio 303.0% within 72h,0.9489011036163204,0.9633,T1_same_day,review,valid,1,7-day round-value transaction count,30-day cash credit volume,90-day transaction count,cash-intensive business type
R003-532-138,R003,532,138,2026-01-17,25000.0,3.0,pass-through ratio 123.0% within 72h,0.8547257008947469,0.948,T1_same_day,review,valid,1,7-day round-value transaction count,30-day value with high-risk jurisdictions,90-day near-threshold cash deposit count,cash-intensive business type
R003-532-141,R003,532,141,2026-01-20,25000.0,1.0,pass-through ratio 200.0% within 72h,0.8238716628385598,0.9448,T1_same_day,review,valid,1,7-day round-value transaction count,30-day value with high-risk jurisdictions,90-day total value,cash-intensive business type
R003-532-143,R003,532,143,2026-01-22,50000.0,1.0,pass-through ratio 100.0% within 72h,0.9080404389054808,0.9557,T1_same_day,review,valid,1,30-day value with high-risk jurisdictions,7-day round-value transaction count,90-day total value,cash-intensive business type
R003-537-163,R003,537,163,2026-02-11,25183.76,1.0,pass-through ratio 93.0% within 72h,0.0398777893314507,0.7729,T2_five_day,review,holdout,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R003-542-31,R003,542,31,2025-10-02,93829.24,1.0,pass-through ratio 87.0% within 72h,0.062037030313819,0.803,T2_five_day,review,train,0,cash-intensive business type,7-day high-risk jurisdiction count,home province ON,share of 30-day credits arriving as cash
R003-542-105,R003,542,105,2025-12-15,71916.75,1.0,pass-through ratio 86.0% within 72h,0.0839433935604339,0.8233,T2_five_day,review,train,0,cash-intensive business type,7-day high-risk jurisdiction count,home province ON,share of 30-day credits arriving as cash
R003-546-34,R003,546,34,2025-10-05,80314.55,3.0,pass-through ratio 96.0% within 72h,0.0001151352442182,0.2366,T3_thirty_day,review,train,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R003-555-112,R003,555,112,2025-12-22,15000.0,2.0,pass-through ratio 167.0% within 72h,0.4299180027728321,0.9117,T1_same_day,review,train,1,cash-intensive business type,30-day largest transaction,home province ON,share of 30-day credits arriving as cash
R003-555-118,R003,555,118,2025-12-28,25000.0,2.0,pass-through ratio 81.0% within 72h,0.9479716115118209,0.963,T1_same_day,review,train,1,7-day value with high-risk jurisdictions,7-day round-value transaction count,cash-intensive business type,7-day high-risk jurisdiction count
R003-555-124,R003,555,124,2026-01-03,20000.0,3.0,pass-through ratio 126.0% within 72h,0.9762274188680308,0.9722,T1_same_day,review,valid,1,30-day value with high-risk jurisdictions,7-day round-value transaction count,cash-intensive business type,share of 30-day credits arriving as cash
R003-562-164,R003,562,164,2026-02-12,137230.46,3.0,pass-through ratio 97.0% within 72h,4.845795368800161e-06,0.0738,T3_thirty_day,deferred,holdout,0,cash-intensive business type,7-day high-risk jurisdiction count,home province ON,share of 30-day credits arriving as cash
R003-563-98,R003,563,98,2025-12-08,26222.04,1.0,pass-through ratio 97.0% within 72h,0.0567810655581874,0.7968,T2_five_day,review,train,0,cash-intensive business type,30-day largest transaction,7-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R003-567-60,R003,567,60,2025-10-31,198865.05,1.0,pass-through ratio 93.0% within 72h,0.106202488747222,0.8385,T2_five_day,review,train,0,cash-intensive business type,7-day largest transaction,7-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R003-567-87,R003,567,87,2025-11-27,157467.42,4.0,pass-through ratio 85.0% within 72h,0.0165155031816606,0.7043,T2_five_day,review,train,0,90-day debit value,cash-intensive business type,90-day total value,30-day largest transaction
R003-573-108,R003,573,108,2025-12-18,117919.36,3.0,pass-through ratio 89.0% within 72h,0.0281943039799995,0.748,T2_five_day,review,train,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R003-590-134,R003,590,134,2026-01-13,83299.86,5.0,pass-through ratio 216.0% within 72h,0.2012411000756686,0.8738,T2_five_day,review,valid,0,cash-intensive business type,7-day high-risk jurisdiction count,home province ON,share of 30-day credits arriving as cash
R003-591-79,R003,591,79,2025-11-19,141453.34,3.0,pass-through ratio 81.0% within 72h,0.045535275309594,0.7827,T2_five_day,review,train,0,cash-intensive business type,7-day wire value,home province ON,share of 30-day credits arriving as cash
R003-622-74,R003,622,74,2025-11-14,74364.99,3.0,pass-through ratio 105.0% within 72h,0.2237259194288725,0.8791,T2_five_day,review,train,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R003-622-76,R003,622,76,2025-11-16,16286.37,2.0,pass-through ratio 293.0% within 72h,0.2033016457641197,0.8745,T2_five_day,review,train,0,cash-intensive business type,7-day wire value,7-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R003-622-78,R003,622,78,2025-11-18,70881.27,5.0,pass-through ratio 194.0% within 72h,0.238689568827102,0.8823,T2_five_day,review,train,0,7-day wire value,cash-intensive business type,7-day largest transaction,90-day wire value
R003-622-79,R003,622,79,2025-11-19,45017.94,4.0,pass-through ratio 232.0% within 72h,0.14665083209922,0.8564,T2_five_day,review,train,0,7-day wire value,cash-intensive business type,7-day largest transaction,90-day wire value
R003-622-81,R003,622,81,2025-11-21,39571.24,2.0,pass-through ratio 194.0% within 72h,0.0264756491049937,0.743,T2_five_day,review,train,0,7-day wire value,30-day wire value,7-day largest transaction,90-day wire value
R003-622-83,R003,622,83,2025-11-23,77136.58,2.0,pass-through ratio 143.0% within 72h,0.0115661475228599,0.6702,T2_five_day,review,train,0,7-day wire value,30-day wire value,7-day largest transaction,90-day wire value
R003-622-84,R003,622,84,2025-11-24,45501.81,2.0,pass-through ratio 243.0% within 72h,0.0060033906610098,0.6091,T2_five_day,review,train,0,7-day wire value,30-day wire value,7-day largest transaction,90-day wire value
R003-622-87,R003,622,87,2025-11-27,65168.52,1.0,pass-through ratio 94.0% within 72h,0.003712153299849,0.5599,T3_thirty_day,review,train,0,30-day wire value,90-day debit value,7-day wire value,30-day largest transaction
R003-622-90,R003,622,90,2025-11-30,40163.97,1.0,pass-through ratio 92.0% within 72h,0.0008216595623866,0.4071,T3_thirty_day,review,train,0,30-day wire value,90-day debit value,7-day wire value,30-day largest transaction
R003-622-94,R003,622,94,2025-12-04,33880.93,1.0,pass-through ratio 89.0% within 72h,0.0011807117182044,0.4448,T3_thirty_day,review,train,0,30-day wire value,90-day debit value,7-day wire value,30-day largest transaction
R003-634-4,R003,634,4,2025-09-05,23758.65,1.0,pass-through ratio 88.0% within 72h,0.0664134758965804,0.8079,T2_five_day,review,train,0,cash-intensive business type,30-day largest transaction,90-day out-of-hours transaction count,share of 30-day credits arriving as cash
R003-634-76,R003,634,76,2025-11-16,136700.23,2.0,pass-through ratio 97.0% within 72h,0.0556531900756045,0.7957,T2_five_day,review,train,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R003-653-133,R003,653,133,2026-01-12,147389.47,3.0,pass-through ratio 80.0% within 72h,0.2391503017972324,0.8824,T2_five_day,review,valid,0,cash-intensive business type,30-day value with high-risk jurisdictions,home province BC,share of 30-day credits arriving as cash
R003-654-25,R003,654,25,2025-09-26,50835.0,4.0,pass-through ratio 84.0% within 72h,0.0083910073830595,0.6408,T2_five_day,review,train,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R003-666-87,R003,666,87,2025-11-27,101888.56,1.0,pass-through ratio 94.0% within 72h,0.0097917796578001,0.6546,T2_five_day,review,train,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R003-666-165,R003,666,165,2026-02-13,172891.6,2.0,pass-through ratio 93.0% within 72h,0.5256948468427438,0.9221,T1_same_day,review,holdout,0,7-day wire value,cash-intensive business type,90-day debit value,90-day wire value
R003-682-28,R003,682,28,2025-09-29,15000.0,1.0,pass-through ratio 133.0% within 72h,0.0516784691865907,0.7907,T2_five_day,review,train,0,cash-intensive business type,share of transactions at round values,90-day out-of-hours transaction count,share of 30-day credits arriving as cash
R003-682-34,R003,682,34,2025-10-05,25000.0,2.0,pass-through ratio 80.0% within 72h,0.1321458935753242,0.8513,T2_five_day,review,train,0,7-day round-value transaction count,7-day value with high-risk jurisdictions,30-day value with high-risk jurisdictions,7-day high-risk jurisdiction count
R003-682-37,R003,682,37,2025-10-08,25000.0,1.0,pass-through ratio 80.0% within 72h,0.0182355152795298,0.7132,T2_five_day,review,train,0,30-day value with high-risk jurisdictions,7-day value with high-risk jurisdictions,7-day round-value transaction count,7-day high-risk jurisdiction count
R003-682-48,R003,682,48,2025-10-19,25000.0,5.0,pass-through ratio 240.0% within 72h,0.0235000842840447,0.7339,T2_five_day,review,train,0,30-day value with high-risk jurisdictions,7-day value with high-risk jurisdictions,7-day round-value transaction count,30-day high-risk jurisdiction count
R003-682-52,R003,682,52,2025-10-23,25000.0,3.0,pass-through ratio 120.0% within 72h,0.033634030474163,0.7616,T2_five_day,review,train,0,30-day value with high-risk jurisdictions,7-day round-value transaction count,7-day value with high-risk jurisdictions,30-day high-risk jurisdiction count
R003-682-53,R003,682,53,2025-10-24,25000.0,3.0,pass-through ratio 120.0% within 72h,0.0344976244886387,0.7635,T2_five_day,review,train,0,30-day value with high-risk jurisdictions,7-day value with high-risk jurisdictions,7-day round-value transaction count,30-day high-risk jurisdiction count
R003-682-54,R003,682,54,2025-10-25,20000.0,3.0,pass-through ratio 150.0% within 72h,0.0011401768051494,0.4409,T3_thirty_day,review,train,0,30-day value with high-risk jurisdictions,7-day round-value transaction count,7-day value with high-risk jurisdictions,30-day high-risk jurisdiction count
R003-684-70,R003,684,70,2025-11-10,157460.83,1.0,pass-through ratio 96.0% within 72h,0.1606404647265936,0.8616,T2_five_day,review,train,0,7-day wire value,cash-intensive business type,30-day wire value,90-day wire value
R003-684-153,R003,684,153,2026-02-01,161820.15,2.0,pass-through ratio 98.0% within 72h,0.0004384797770491,0.3486,T3_thirty_day,review,holdout,0,cash-intensive business type,90-day debit value,7-day high-risk jurisdiction count,90-day wire value
R003-692-55,R003,692,55,2025-10-26,109133.22,2.0,pass-through ratio 97.0% within 72h,0.0306309153520631,0.7543,T2_five_day,review,train,0,cash-intensive business type,7-day high-risk jurisdiction count,7-day wire value,share of 30-day credits arriving as cash
R003-701-113,R003,701,113,2025-12-23,26834.28,1.0,pass-through ratio 89.0% within 72h,0.7380392769613714,0.9382,T1_same_day,review,train,0,cash-intensive business type,30-day largest transaction,7-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R003-701-115,R003,701,115,2025-12-25,28422.15,1.0,pass-through ratio 84.0% within 72h,0.4134844352364653,0.9096,T1_same_day,review,train,0,cash-intensive business type,7-day high-risk jurisdiction count,home province ON,share of 30-day credits arriving as cash
R003-711-169,R003,711,169,2026-02-17,187024.38,2.0,pass-through ratio 90.0% within 72h,0.010481736671373,0.6613,T2_five_day,review,holdout,0,cash-intensive business type,7-day wire value,7-day largest transaction,share of 30-day credits arriving as cash
R003-712-117,R003,712,117,2025-12-27,106361.6,4.0,pass-through ratio 80.0% within 72h,0.0033209782508745,0.5486,T3_thirty_day,review,train,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R003-714-121,R003,714,121,2025-12-31,41729.89,2.0,pass-through ratio 198.0% within 72h,0.2775410623855572,0.8894,T2_five_day,review,valid,0,occupation or business type money services,cash-intensive business type,90-day debit value,share of 30-day credits arriving as cash
R003-714-122,R003,714,122,2026-01-01,33519.95,2.0,pass-through ratio 247.0% within 72h,0.3438539092925621,0.9008,T1_same_day,review,valid,0,occupation or business type money services,cash-intensive business type,7-day wire value,90-day wire value
R003-714-123,R003,714,123,2026-01-02,23653.48,2.0,pass-through ratio 158.0% within 72h,0.3786226493056467,0.9048,T1_same_day,review,valid,0,occupation or business type money services,cash-intensive business type,90-day debit value,90-day wire value
R003-714-134,R003,714,134,2026-01-13,57139.1,1.0,pass-through ratio 90.0% within 72h,0.5331332866830585,0.923,T1_same_day,review,valid,0,occupation or business type money services,90-day debit value,30-day wire value,90-day wire value
R003-714-171,R003,714,171,2026-02-19,152911.64,2.0,pass-through ratio 81.0% within 72h,0.7507509333535053,0.9389,T1_same_day,review,holdout,0,90-day total value,occupation or business type money services,cash-intensive business type,90-day wire value
R003-715-126,R003,715,126,2026-01-05,101983.3,1.0,pass-through ratio 87.0% within 72h,0.0147761138007683,0.6947,T2_five_day,review,valid,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R003-715-173,R003,715,173,2026-02-21,62645.44,1.0,pass-through ratio 97.0% within 72h,0.1713691486624447,0.8648,T2_five_day,review,holdout,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R003-716-87,R003,716,87,2025-11-27,120415.12,2.0,pass-through ratio 89.0% within 72h,0.0284498893297934,0.7486,T2_five_day,review,train,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R003-716-153,R003,716,153,2026-02-01,71060.82,1.0,pass-through ratio 93.0% within 72h,0.1471152220958941,0.8566,T2_five_day,review,holdout,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R003-718-9,R003,718,9,2025-09-10,69782.43,2.0,pass-through ratio 95.0% within 72h,0.2043858366044414,0.875,T2_five_day,review,train,0,cash-intensive business type,90-day out-of-hours transaction count,7-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R003-721-37,R003,721,37,2025-10-08,76805.18,3.0,pass-through ratio 89.0% within 72h,1.7843586057930296e-05,0.1213,T3_thirty_day,deferred,train,0,cash-intensive business type,occupation or business type import export,7-day wire value,90-day wire value
R003-725-56,R003,725,56,2025-10-27,15534.98,1.0,pass-through ratio 81.0% within 72h,0.0004836196371373,0.3573,T3_thirty_day,review,train,0,cash-intensive business type,occupation or business type import export,7-day high-risk jurisdiction count,declared annual income cad
R003-725-141,R003,725,141,2026-01-20,18151.75,2.0,pass-through ratio 92.0% within 72h,0.000821633145115,0.407,T3_thirty_day,review,valid,0,30-day credit volume,90-day total value,30-day wire value,30-day largest transaction
R003-727-30,R003,727,30,2025-10-01,17221.58,3.0,pass-through ratio 93.0% within 72h,0.0021529429562674,0.5066,T3_thirty_day,review,train,0,share of 30-day credits arriving as cash,30-day cash credit volume,30-day cash credit count,cash-intensive business type
R003-727-105,R003,727,105,2025-12-15,18227.53,3.0,pass-through ratio 87.0% within 72h,0.3631931682835924,0.9035,T1_same_day,review,train,0,90-day near-threshold cash deposit count,30-day cash credit volume,90-day total value,cash-intensive business type
R003-729-12,R003,729,12,2025-09-13,171303.25,5.0,pass-through ratio 85.0% within 72h,0.0002487502547711,0.2991,T3_thirty_day,review,train,0,cash-intensive business type,7-day high-risk jurisdiction count,7-day largest transaction,share of 30-day credits arriving as cash
R003-729-93,R003,729,93,2025-12-03,108888.35,5.0,pass-through ratio 84.0% within 72h,0.1650498499290902,0.8629,T2_five_day,review,train,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R003-729-134,R003,729,134,2026-01-13,33696.15,2.0,pass-through ratio 88.0% within 72h,0.0007400519969565,0.3964,T3_thirty_day,review,valid,0,cash-intensive business type,30-day wire count,7-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R003-733-62,R003,733,62,2025-11-02,53579.85,3.0,pass-through ratio 90.0% within 72h,3.2221724693066565e-05,0.1538,T3_thirty_day,deferred,train,0,occupation or business type auto dealer,7-day wire value,7-day high-risk jurisdiction count,cash-intensive business type
R003-733-65,R003,733,65,2025-11-05,61275.05,1.0,pass-through ratio 89.0% within 72h,3.444833479210548e-05,0.1574,T3_thirty_day,deferred,train,0,7-day wire value,7-day largest transaction,occupation or business type auto dealer,cash-intensive business type
R003-733-67,R003,733,67,2025-11-07,75146.32,3.0,pass-through ratio 189.0% within 72h,2.725427995658792e-05,0.1443,T3_thirty_day,deferred,train,0,7-day wire value,7-day largest transaction,30-day wire value,cash-intensive business type
R003-733-78,R003,733,78,2025-11-18,76688.89,5.0,pass-through ratio 264.0% within 72h,0.000108360157145,0.2318,T3_thirty_day,review,train,0,30-day wire value,90-day debit value,7-day wire value,90-day wire value
R003-733-79,R003,733,79,2025-11-19,68289.29,6.0,pass-through ratio 361.0% within 72h,0.00011599213365,0.2371,T3_thirty_day,review,train,0,30-day wire value,7-day wire value,90-day debit value,90-day wire value
R003-733-81,R003,733,81,2025-11-21,47583.3,2.0,pass-through ratio 158.0% within 72h,2.408509818157487e-05,0.1377,T3_thirty_day,deferred,train,0,90-day debit value,7-day wire value,30-day wire value,90-day wire value
