customer_key,customer_id,customer_segment,occupation_or_business_type,is_cash_intensive_business,tenure_months,tenure_band,kyc_risk_rating,is_pep,declared_annual_income_cad,home_province,onboarding_channel
724,C000724,business,consulting,0,13,12-35m,low,0,254500.0,QC,online
725,C000725,business,import_export,0,135,84m+,low,0,2080700.0,QC,online
726,C000726,business,import_export,0,21,12-35m,low,0,376200.0,BC,online
727,C000727,business,convenience_retail,1,89,84m+,low,0,874300.0,ON,mobile
728,C000728,personal,student,0,106,84m+,low,0,29900.0,QC,branch
729,C000729,business,construction,0,61,36-83m,low,0,238000.0,QC,online
730,C000730,business,restaurant,1,52,36-83m,low,0,190900.0,ON,mobile
731,C000731,personal,retired,0,33,12-35m,low,0,66200.0,ON,branch
732,C000732,personal,tradesperson,0,7,00-11m,medium,0,27100.0,ON,online
733,C000733,business,auto_dealer,1,86,84m+,high,0,361700.0,ON,mobile
734,C000734,business,auto_dealer,1,118,84m+,medium,0,720500.0,ON,branch
735,C000735,personal,student,0,49,36-83m,low,0,25300.0,AB,mobile
736,C000736,personal,retired,0,85,84m+,low,0,51900.0,ON,branch
737,C000737,personal,public_sector,0,54,36-83m,low,0,36000.0,QC,branch
738,C000738,personal,retired,0,32,12-35m,low,1,53500.0,BC,branch
739,C000739,personal,self_employed,0,6,00-11m,low,0,23400.0,QC,online
740,C000740,personal,student,0,125,84m+,low,0,61000.0,AB,branch
741,C000741,business,restaurant,1,39,36-83m,low,0,330700.0,AB,online
742,C000742,personal,self_employed,0,12,12-35m,low,0,47200.0,ON,mobile
743,C000743,personal,healthcare_worker,0,14,12-35m,low,0,52500.0,QC,branch
744,C000744,personal,retired,0,131,84m+,low,0,102700.0,BC,online
745,C000745,personal,retired,0,87,84m+,low,0,60200.0,AB,branch
746,C000746,business,logistics,0,40,36-83m,medium,0,573900.0,BC,branch
747,C000747,personal,salaried_employee,0,113,84m+,low,0,131500.0,BC,branch
748,C000748,personal,student,0,63,36-83m,low,0,67400.0,ON,branch
749,C000749,business,money_services,0,23,12-35m,low,0,373100.0,ON,branch
750,C000750,business,logistics,0,44,36-83m,medium,0,658700.0,ON,branch
751,C000751,business,convenience_retail,1,55,36-83m,low,0,483100.0,ON,branch
752,C000752,personal,self_employed,0,50,36-83m,low,0,92100.0,QC,online
753,C000753,personal,tradesperson,0,175,84m+,medium,0,74900.0,BC,online
754,C000754,business,money_services,0,95,84m+,medium,0,65600.0,AB,branch
755,C000755,business,convenience_retail,1,129,84m+,low,0,72800.0,ON,branch
756,C000756,personal,tradesperson,0,72,36-83m,medium,0,56500.0,ON,branch
757,C000757,business,salon,1,118,84m+,high,0,427400.0,ON,online
758,C000758,business,auto_dealer,1,58,36-83m,high,0,439700.0,ON,mobile
759,C000759,personal,student,0,81,36-83m,low,0,52700.0,MB,mobile
760,C000760,personal,student,0,71,36-83m,low,0,113300.0,MB,mobile
761,C000761,personal,salaried_employee,0,51,36-83m,medium,0,151100.0,QC,mobile
762,C000762,business,consulting,0,45,36-83m,low,0,704800.0,ON,online
763,C000763,business,restaurant,1,56,36-83m,low,0,125400.0,QC,mobile
764,C000764,personal,tradesperson,0,46,36-83m,low,0,49100.0,ON,online
765,C000765,personal,salaried_employee,0,54,36-83m,low,0,25100.0,ON,branch
766,C000766,personal,tradesperson,0,26,12-35m,low,0,62500.0,AB,online
767,C000767,personal,public_sector,0,36,36-83m,medium,0,51800.0,ON,branch
768,C000768,business,restaurant,1,53,36-83m,low,0,231500.0,ON,branch
769,C000769,personal,student,0,59,36-83m,medium,0,40700.0,SK,branch
770,C000770,personal,public_sector,0,28,12-35m,high,0,188000.0,ON,mobile
771,C000771,personal,tradesperson,0,43,36-83m,low,0,78300.0,ON,broker
772,C000772,personal,tradesperson,0,72,36-83m,medium,0,38700.0,AB,broker
773,C000773,personal,tradesperson,0,57,36-83m,medium,0,31100.0,AB,mobile
774,C000774,business,money_services,0,43,36-83m,low,0,685900.0,ON,branch
775,C000775,business,logistics,0,109,84m+,low,0,535100.0,ON,online
776,C000776,business,consulting,0,14,12-35m,low,0,109400.0,ON,branch
777,C000777,personal,tradesperson,0,81,36-83m,low,0,108900.0,ON,mobile
778,C000778,business,auto_dealer,1,41,36-83m,high,0,526500.0,ON,online
779,C000779,personal,public_sector,0,138,84m+,medium,0,48500.0,AB,online
780,C000780,personal,student,0,42,36-83m,medium,0,44200.0,ON,online
781,C000781,personal,tradesperson,0,44,36-83m,low,0,42900.0,ON,branch
782,C000782,personal,tradesperson,0,30,12-35m,high,0,65900.0,QC,online
783,C000783,business,salon,1,51,36-83m,low,0,673000.0,AB,branch
784,C000784,personal,healthcare_worker,0,91,84m+,low,0,48300.0,ON,online
785,C000785,personal,salaried_employee,0,14,12-35m,low,0,39100.0,NS,online
786,C000786,personal,retired,0,11,00-11m,medium,0,63400.0,QC,online
787,C000787,personal,public_sector,0,41,36-83m,low,0,37900.0,BC,online
788,C000788,business,convenience_retail,1,72,36-83m,low,0,427400.0,ON,branch
789,C000789,personal,student,0,40,36-83m,low,0,89300.0,QC,branch
790,C000790,personal,self_employed,0,48,36-83m,low,0,37400.0,BC,mobile
791,C000791,personal,salaried_employee,0,127,84m+,low,0,92500.0,AB,online
792,C000792,business,logistics,0,199,84m+,low,0,229500.0,QC,mobile
793,C000793,business,auto_dealer,1,24,12-35m,low,0,166800.0,ON,online
794,C000794,personal,self_employed,0,63,36-83m,low,0,41400.0,ON,online
795,C000795,personal,retired,0,153,84m+,low,0,227400.0,ON,online
796,C000796,personal,healthcare_worker,0,115,84m+,low,0,109400.0,ON,mobile
797,C000797,business,import_export,0,32,12-35m,medium,0,281200.0,QC,branch
798,C000798,personal,healthcare_worker,0,8,00-11m,low,0,54000.0,AB,mobile
799,C000799,personal,tradesperson,0,67,36-83m,low,0,68100.0,ON,branch
800,C000800,business,import_export,0,27,12-35m,low,0,519400.0,ON,broker
801,C000801,business,restaurant,1,174,84m+,medium,0,719600.0,ON,branch
802,C000802,personal,salaried_employee,0,52,36-83m,low,0,89500.0,ON,online
803,C000803,personal,healthcare_worker,0,137,84m+,low,0,60600.0,ON,mobile
804,C000804,business,restaurant,1,65,36-83m,high,0,172800.0,QC,branch
805,C000805,business,money_services,0,88,84m+,low,0,261800.0,ON,mobile
806,C000806,personal,self_employed,0,156,84m+,low,0,51200.0,MB,mobile
807,C000807,business,salon,1,24,12-35m,medium,0,65500.0,MB,mobile
808,C000808,personal,salaried_employee,0,76,36-83m,low,0,71600.0,QC,online
809,C000809,personal,public_sector,0,89,84m+,low,0,61600.0,ON,branch
810,C000810,business,auto_dealer,1,7,00-11m,medium,0,185800.0,ON,branch
811,C000811,personal,self_employed,0,23,12-35m,low,0,48300.0,BC,online
812,C000812,personal,public_sector,0,45,36-83m,medium,0,34600.0,AB,branch
813,C000813,business,money_services,0,35,12-35m,low,0,156400.0,ON,online
814,C000814,business,import_export,0,110,84m+,low,0,390700.0,ON,branch
815,C000815,personal,healthcare_worker,0,79,36-83m,low,0,62000.0,QC,mobile
816,C000816,personal,self_employed,0,26,12-35m,medium,0,72200.0,ON,branch
817,C000817,personal,retired,0,97,84m+,medium,0,73000.0,ON,online
818,C000818,personal,salaried_employee,0,38,36-83m,medium,0,127900.0,QC,branch
819,C000819,personal,student,0,36,36-83m,medium,0,131500.0,AB,branch
820,C000820,personal,tradesperson,0,46,36-83m,low,0,79600.0,ON,online
821,C000821,personal,public_sector,0,2,00-11m,medium,0,52300.0,ON,branch
822,C000822,personal,healthcare_worker,0,34,12-35m,low,1,33500.0,BC,branch
823,C000823,personal,healthcare_worker,0,41,36-83m,low,0,34300.0,AB,broker
824,C000824,business,money_services,0,17,12-35m,low,0,326400.0,ON,branch
825,C000825,personal,healthcare_worker,0,199,84m+,low,0,68000.0,ON,mobile
826,C000826,personal,student,0,119,84m+,low,0,42900.0,ON,branch
827,C000827,personal,student,0,19,12-35m,medium,0,56500.0,ON,online
828,C000828,business,money_services,0,116,84m+,low,0,490100.0,QC,mobile
829,C000829,personal,student,0,94,84m+,low,0,45700.0,ON,online
830,C000830,personal,student,0,30,12-35m,medium,0,39400.0,QC,branch
831,C000831,personal,self_employed,0,44,36-83m,medium,0,43400.0,ON,branch
832,C000832,personal,self_employed,0,44,36-83m,low,0,54700.0,ON,online
833,C000833,personal,retired,0,98,84m+,low,0,146400.0,BC,mobile
834,C000834,personal,salaried_employee,0,25,12-35m,low,0,24600.0,ON,online
835,C000835,personal,self_employed,0,96,84m+,low,0,164100.0,MB,broker
836,C000836,personal,student,0,94,84m+,low,0,48500.0,MB,branch
837,C000837,personal,tradesperson,0,154,84m+,high,0,45500.0,AB,branch
838,C000838,personal,salaried_employee,0,29,12-35m,low,0,45000.0,QC,mobile
839,C000839,personal,healthcare_worker,0,53,36-83m,low,0,128900.0,ON,mobile
840,C000840,business,auto_dealer,1,27,12-35m,low,0,192400.0,AB,mobile
841,C000841,personal,self_employed,0,40,36-83m,low,0,24300.0,BC,branch
842,C000842,personal,public_sector,0,32,12-35m,medium,0,40200.0,BC,online
843,C000843,personal,salaried_employee,0,79,36-83m,medium,0,79500.0,BC,online
844,C000844,business,construction,0,80,36-83m,low,0,395500.0,ON,branch
845,C000845,personal,public_sector,0,77,36-83m,low,0,76300.0,BC,branch
846,C000846,personal,tradesperson,0,88,84m+,low,0,127200.0,ON,online
847,C000847,personal,public_sector,0,19,12-35m,low,0,30300.0,ON,online
848,C000848,business,logistics,0,61,36-83m,low,0,138400.0,AB,online
849,C000849,personal,retired,0,136,84m+,medium,0,117500.0,ON,mobile
850,C000850,personal,tradesperson,0,18,12-35m,low,1,25700.0,QC,branch
851,C000851,business,logistics,0,125,84m+,medium,0,255800.0,ON,branch
852,C000852,business,money_services,0,40,36-83m,low,0,229800.0,AB,branch
853,C000853,personal,self_employed,0,70,36-83m,low,0,62800.0,ON,online
854,C000854,personal,salaried_employee,0,63,36-83m,low,0,63200.0,BC,mobile
855,C000855,personal,public_sector,0,11,00-11m,medium,0,59500.0,BC,mobile
856,C000856,personal,retired,0,41,36-83m,low,0,50600.0,BC,mobile
857,C000857,personal,healthcare_worker,0,70,36-83m,medium,0,18000.0,QC,online
858,C000858,personal,salaried_employee,0,75,36-83m,low,0,53500.0,ON,mobile
859,C000859,business,auto_dealer,1,36,36-83m,low,0,434200.0,ON,mobile
860,C000860,personal,public_sector,0,30,12-35m,medium,0,74400.0,QC,branch
861,C000861,business,convenience_retail,1,33,12-35m,low,0,266600.0,QC,mobile
862,C000862,personal,retired,0,104,84m+,low,0,55400.0,AB,branch
863,C000863,personal,self_employed,0,74,36-83m,low,0,74500.0,AB,online
864,C000864,business,salon,1,98,84m+,low,0,3984000.0,QC,branch
865,C000865,business,auto_dealer,1,49,36-83m,medium,0,495100.0,AB,broker
866,C000866,personal,self_employed,0,75,36-83m,low,0,112900.0,ON,mobile
867,C000867,personal,tradesperson,0,70,36-83m,low,0,136300.0,ON,broker
868,C000868,personal,retired,0,45,36-83m,high,0,94500.0,QC,branch
869,C000869,personal,retired,0,97,84m+,low,0,50300.0,ON,broker
870,C000870,business,import_export,0,38,36-83m,low,0,281800.0,AB,branch
871,C000871,personal,retired,0,120,84m+,medium,0,41700.0,AB,online
872,C000872,personal,salaried_employee,0,78,36-83m,medium,0,50800.0,ON,online
873,C000873,personal,public_sector,0,56,36-83m,medium,0,167200.0,ON,online
874,C000874,personal,public_sector,0,9,00-11m,low,0,80400.0,AB,online
875,C000875,personal,self_employed,0,14,12-35m,low,0,57300.0,NS,mobile
876,C000876,personal,salaried_employee,0,7,00-11m,low,0,58200.0,ON,online
877,C000877,personal,public_sector,0,55,36-83m,high,0,39200.0,BC,branch
878,C000878,business,logistics,0,57,36-83m,low,0,306400.0,QC,branch
879,C000879,personal,tradesperson,0,119,84m+,low,0,55700.0,QC,mobile
880,C000880,personal,retired,0,31,12-35m,low,0,31300.0,QC,branch
881,C000881,personal,retired,0,32,12-35m,low,0,92100.0,ON,branch
882,C000882,personal,public_sector,0,130,84m+,low,0,76700.0,AB,online
883,C000883,personal,healthcare_worker,0,60,36-83m,low,0,59800.0,ON,mobile
884,C000884,personal,student,0,44,36-83m,low,0,47800.0,QC,branch
885,C000885,personal,tradesperson,0,128,84m+,high,0,130300.0,BC,mobile
886,C000886,personal,salaried_employee,0,30,12-35m,medium,0,46800.0,QC,mobile
887,C000887,personal,student,0,59,36-83m,low,0,55300.0,BC,online
888,C000888,personal,public_sector,0,74,36-83m,medium,0,64000.0,ON,online
889,C000889,personal,retired,0,24,12-35m,low,0,80200.0,ON,online
890,C000890,personal,healthcare_worker,0,37,36-83m,low,0,102400.0,ON,broker
891,C000891,personal,public_sector,0,21,12-35m,low,0,74000.0,BC,branch
892,C000892,personal,salaried_employee,0,54,36-83m,low,0,97900.0,ON,mobile
893,C000893,personal,public_sector,0,16,12-35m,low,0,158600.0,ON,online
894,C000894,personal,self_employed,0,99,84m+,low,0,29000.0,MB,online
895,C000895,personal,student,0,16,12-35m,low,0,50700.0,ON,online
896,C000896,personal,public_sector,0,18,12-35m,low,0,42700.0,QC,online
897,C000897,personal,student,0,35,12-35m,low,0,92600.0,MB,online
898,C000898,personal,healthcare_worker,0,163,84m+,medium,0,60200.0,ON,branch
899,C000899,business,logistics,0,108,84m+,medium,0,289400.0,ON,branch
900,C000900,business,import_export,0,127,84m+,low,0,872200.0,AB,broker
901,C000901,business,salon,1,29,12-35m,low,0,458700.0,BC,mobile
902,C000902,personal,tradesperson,0,43,36-83m,medium,0,38700.0,ON,broker
903,C000903,personal,public_sector,0,97,84m+,medium,0,27500.0,QC,broker
904,C000904,personal,student,0,74,36-83m,low,0,46200.0,QC,mobile
905,C000905,personal,self_employed,0,58,36-83m,low,0,27400.0,MB,branch
906,C000906,personal,healthcare_worker,0,78,36-83m,low,0,96700.0,QC,branch
907,C000907,business,salon,1,98,84m+,low,0,157000.0,ON,online
908,C000908,personal,retired,0,96,84m+,low,0,36300.0,ON,online
909,C000909,personal,tradesperson,0,89,84m+,low,0,39900.0,ON,branch
910,C000910,personal,tradesperson,0,51,36-83m,medium,0,34300.0,NS,branch
911,C000911,personal,self_employed,0,73,36-83m,low,0,71900.0,BC,branch
912,C000912,personal,salaried_employee,0,10,00-11m,low,0,40500.0,BC,branch
913,C000913,personal,salaried_employee,0,13,12-35m,low,0,92600.0,BC,online
914,C000914,personal,student,0,90,84m+,medium,0,29900.0,ON,online
915,C000915,personal,retired,0,16,12-35m,low,0,24800.0,ON,branch
916,C000916,personal,student,0,37,36-83m,low,0,27100.0,ON,branch
917,C000917,personal,retired,0,13,12-35m,low,0,42800.0,ON,branch
918,C000918,personal,tradesperson,0,100,84m+,medium,0,94600.0,BC,branch
919,C000919,business,salon,1,55,36-83m,low,0,311200.0,ON,broker
920,C000920,personal,public_sector,0,29,12-35m,low,0,62800.0,AB,online
921,C000921,personal,tradesperson,0,119,84m+,low,0,56000.0,MB,mobile
922,C000922,personal,healthcare_worker,0,84,84m+,low,0,22600.0,AB,online
923,C000923,personal,public_sector,0,89,84m+,medium,0,96800.0,AB,branch
924,C000924,personal,public_sector,0,56,36-83m,high,0,60700.0,ON,branch
925,C000925,personal,salaried_employee,0,156,84m+,low,0,58800.0,ON,mobile
926,C000926,personal,retired,0,178,84m+,high,0,79200.0,QC,broker
927,C000927,personal,student,0,49,36-83m,low,0,38200.0,ON,mobile
928,C000928,personal,student,0,15,12-35m,low,0,55600.0,ON,online
929,C000929,personal,healthcare_worker,0,107,84m+,low,0,91800.0,ON,branch
930,C000930,personal,salaried_employee,0,79,36-83m,medium,0,43200.0,ON,branch
931,C000931,business,construction,0,42,36-83m,low,0,282200.0,QC,branch
932,C000932,personal,student,0,191,84m+,medium,0,41900.0,ON,mobile
933,C000933,business,consulting,0,59,36-83m,low,0,377700.0,SK,mobile
934,C000934,personal,student,0,22,12-35m,low,0,86100.0,ON,branch
935,C000935,personal,student,0,108,84m+,low,0,32500.0,QC,online
936,C000936,personal,salaried_employee,0,94,84m+,medium,0,106700.0,ON,mobile
937,C000937,personal,healthcare_worker,0,55,36-83m,low,0,73600.0,ON,online
938,C000938,personal,retired,0,48,36-83m,low,0,31000.0,ON,mobile
939,C000939,business,import_export,0,94,84m+,low,0,227700.0,AB,online
940,C000940,personal,student,0,60,36-83m,low,0,174500.0,QC,broker
941,C000941,personal,salaried_employee,0,48,36-83m,low,0,57800.0,ON,mobile
942,C000942,personal,self_employed,0,101,84m+,low,0,32300.0,ON,online
943,C000943,business,consulting,0,19,12-35m,low,0,58600.0,ON,online
944,C000944,personal,healthcare_worker,0,67,36-83m,low,0,58700.0,ON,online
945,C000945,personal,self_employed,0,38,36-83m,low,0,44400.0,NS,broker
946,C000946,business,restaurant,1,138,84m+,low,0,248300.0,ON,online
947,C000947,personal,retired,0,34,12-35m,medium,0,25000.0,ON,online
948,C000948,personal,tradesperson,0,11,00-11m,low,0,51300.0,ON,branch
949,C000949,business,salon,1,8,00-11m,low,0,334100.0,ON,online
950,C000950,business,consulting,0,26,12-35m,low,0,43300.0,ON,online
951,C000951,personal,salaried_employee,0,18,12-35m,low,0,25300.0,AB,online
952,C000952,business,construction,0,21,12-35m,low,0,201800.0,ON,branch
953,C000953,personal,healthcare_worker,0,81,36-83m,low,0,62900.0,AB,online
954,C000954,personal,salaried_employee,0,12,12-35m,medium,0,75700.0,BC,branch
955,C000955,personal,public_sector,0,52,36-83m,low,0,34900.0,AB,branch
956,C000956,business,logistics,0,42,36-83m,low,0,125600.0,BC,online
957,C000957,personal,self_employed,0,43,36-83m,low,0,44800.0,ON,branch
958,C000958,personal,tradesperson,0,31,12-35m,medium,0,61500.0,BC,online
959,C000959,personal,student,0,6,00-11m,low,0,46600.0,BC,branch
960,C000960,business,restaurant,1,71,36-83m,low,0,57400.0,BC,branch
961,C000961,personal,healthcare_worker,0,36,36-83m,medium,0,111800.0,ON,online
962,C000962,personal,self_employed,0,60,36-83m,low,0,77200.0,ON,mobile
963,C000963,personal,public_sector,0,28,12-35m,low,0,23600.0,QC,branch
964,C000964,personal,healthcare_worker,0,116,84m+,high,0,57500.0,SK,online
965,C000965,personal,healthcare_worker,0,58,36-83m,low,1,42600.0,ON,branch
966,C000966,personal,retired,0,38,36-83m,low,0,134700.0,AB,branch
967,C000967,personal,retired,0,38,36-83m,low,0,84800.0,AB,mobile
968,C000968,personal,student,0,104,84m+,medium,0,50200.0,ON,online
969,C000969,personal,salaried_employee,0,122,84m+,medium,0,24800.0,ON,branch
970,C000970,personal,retired,0,63,36-83m,medium,0,43800.0,ON,branch
971,C000971,business,salon,1,49,36-83m,low,0,1332200.0,BC,branch
972,C000972,personal,retired,0,58,36-83m,medium,0,120200.0,AB,branch
973,C000973,personal,public_sector,0,34,12-35m,low,0,30800.0,MB,branch
974,C000974,business,salon,1,54,36-83m,high,0,748500.0,ON,mobile
975,C000975,personal,tradesperson,0,44,36-83m,high,0,54400.0,AB,branch
976,C000976,personal,healthcare_worker,0,29,12-35m,low,0,26200.0,ON,broker
977,C000977,business,restaurant,1,93,84m+,medium,0,108400.0,ON,mobile
978,C000978,personal,public_sector,0,207,84m+,medium,0,190600.0,ON,mobile
979,C000979,personal,salaried_employee,0,20,12-35m,low,0,59500.0,ON,branch
980,C000980,personal,healthcare_worker,0,100,84m+,medium,0,82700.0,SK,branch
981,C000981,personal,retired,0,35,12-35m,low,0,51200.0,QC,broker
982,C000982,business,salon,1,52,36-83m,low,0,392000.0,ON,branch
983,C000983,personal,public_sector,0,54,36-83m,low,0,417400.0,SK,online
984,C000984,personal,retired,0,121,84m+,medium,0,55300.0,AB,online
985,C000985,personal,self_employed,0,121,84m+,low,0,93500.0,ON,branch
986,C000986,business,logistics,0,61,36-83m,medium,0,480600.0,BC,online
987,C000987,business,import_export,0,79,36-83m,medium,0,226100.0,ON,mobile
988,C000988,personal,salaried_employee,0,37,36-83m,low,0,45600.0,ON,branch
989,C000989,personal,healthcare_worker,0,58,36-83m,low,0,68100.0,AB,online
990,C000990,personal,retired,0,41,36-83m,low,0,110600.0,AB,branch
991,C000991,personal,self_employed,0,18,12-35m,low,0,45400.0,QC,branch
992,C000992,personal,self_employed,0,17,12-35m,low,0,114400.0,ON,branch
993,C000993,personal,healthcare_worker,0,13,12-35m,medium,0,42900.0,QC,mobile
994,C000994,personal,healthcare_worker,0,37,36-83m,low,0,34200.0,AB,branch
995,C000995,business,convenience_retail,1,53,36-83m,medium,0,608700.0,ON,mobile
996,C000996,business,convenience_retail,1,57,36-83m,low,0,845800.0,BC,online
997,C000997,personal,salaried_employee,0,37,36-83m,medium,0,67900.0,QC,online
998,C000998,personal,salaried_employee,0,13,12-35m,low,0,29700.0,SK,branch
999,C000999,personal,retired,0,36,36-83m,low,0,38700.0,NS,branch
1000,C001000,business,logistics,0,33,12-35m,low,0,775200.0,ON,broker
1001,C001001,personal,public_sector,0,125,84m+,low,0,37500.0,ON,branch
1002,C001002,personal,self_employed,0,79,36-83m,low,0,54500.0,NS,mobile
1003,C001003,business,construction,0,64,36-83m,low,0,323700.0,ON,online
1004,C001004,personal,healthcare_worker,0,72,36-83m,low,0,85800.0,QC,branch
1005,C001005,personal,healthcare_worker,0,24,12-35m,low,0,30900.0,BC,broker
1006,C001006,personal,retired,0,34,12-35m,low,0,127000.0,ON,online
1007,C001007,personal,self_employed,0,23,12-35m,low,0,54200.0,BC,mobile
1008,C001008,business,salon,1,22,12-35m,low,0,926400.0,ON,branch
1009,C001009,personal,self_employed,0,126,84m+,low,0,21200.0,ON,broker
1010,C001010,personal,tradesperson,0,59,36-83m,low,0,40500.0,QC,online
1011,C001011,business,auto_dealer,1,46,36-83m,low,0,1372900.0,ON,branch
1012,C001012,business,convenience_retail,1,100,84m+,high,0,210700.0,ON,broker
1013,C001013,business,consulting,0,46,36-83m,low,0,403300.0,MB,branch
1014,C001014,personal,student,0,153,84m+,low,0,48600.0,ON,branch
1015,C001015,business,auto_dealer,1,128,84m+,low,0,780600.0,ON,mobile
1016,C001016,business,convenience_retail,1,18,12-35m,low,0,837700.0,QC,mobile
1017,C001017,personal,retired,0,114,84m+,low,0,31700.0,AB,broker
1018,C001018,personal,self_employed,0,151,84m+,low,0,58300.0,AB,branch
1019,C001019,personal,student,0,54,36-83m,low,0,55000.0,ON,online
1020,C001020,personal,healthcare_worker,0,90,84m+,high,0,101500.0,ON,branch
1021,C001021,personal,tradesperson,0,30,12-35m,low,0,21900.0,ON,branch
1022,C001022,personal,public_sector,0,31,12-35m,low,0,46200.0,BC,branch
1023,C001023,personal,public_sector,0,45,36-83m,low,0,45500.0,SK,branch
1024,C001024,personal,retired,0,71,36-83m,medium,0,121000.0,BC,branch
1025,C001025,personal,tradesperson,0,29,12-35m,low,0,109700.0,ON,online
1026,C001026,personal,retired,0,97,84m+,low,0,37600.0,ON,online
1027,C001027,business,money_services,0,34,12-35m,low,0,224700.0,QC,branch
1028,C001028,business,money_services,0,20,12-35m,low,0,75700.0,QC,branch
1029,C001029,personal,healthcare_worker,0,76,36-83m,medium,0,114900.0,BC,branch
1030,C001030,personal,salaried_employee,0,87,84m+,low,0,24000.0,SK,online
1031,C001031,business,restaurant,1,28,12-35m,medium,1,206100.0,ON,broker
1032,C001032,business,restaurant,1,40,36-83m,low,0,618200.0,QC,branch
1033,C001033,business,consulting,0,21,12-35m,low,0,227200.0,ON,branch
1034,C001034,personal,student,0,30,12-35m,low,0,60800.0,BC,online
1035,C001035,personal,retired,0,32,12-35m,medium,0,181800.0,BC,branch
1036,C001036,business,restaurant,1,91,84m+,low,0,148200.0,SK,branch
1037,C001037,personal,retired,0,96,84m+,low,0,55300.0,BC,online
1038,C001038,personal,public_sector,0,43,36-83m,medium,0,99000.0,QC,branch
1039,C001039,personal,retired,0,10,00-11m,low,0,75500.0,ON,branch
1040,C001040,personal,tradesperson,0,33,12-35m,low,0,34700.0,MB,mobile
1041,C001041,personal,salaried_employee,0,32,12-35m,low,0,93600.0,QC,branch
1042,C001042,personal,salaried_employee,0,28,12-35m,medium,0,110400.0,QC,online
1043,C001043,personal,healthcare_worker,0,102,84m+,medium,1,88600.0,QC,mobile
1044,C001044,personal,public_sector,0,35,12-35m,medium,0,66100.0,QC,branch
1045,C001045,personal,retired,0,18,12-35m,high,0,41300.0,QC,online
1046,C001046,personal,student,0,54,36-83m,low,0,137500.0,BC,mobile
1047,C001047,personal,public_sector,0,116,84m+,low,0,44600.0,ON,branch
1048,C001048,personal,salaried_employee,0,27,12-35m,medium,0,91000.0,ON,broker
1049,C001049,business,consulting,0,71,36-83m,medium,1,191800.0,AB,branch
1050,C001050,personal,student,0,141,84m+,low,0,63900.0,QC,mobile
1051,C001051,personal,healthcare_worker,0,32,12-35m,low,0,50900.0,BC,branch
1052,C001052,personal,retired,0,82,36-83m,medium,0,35100.0,QC,broker
1053,C001053,personal,salaried_employee,0,152,84m+,medium,0,111600.0,ON,branch
1054,C001054,personal,retired,0,25,12-35m,medium,0,48100.0,QC,branch
1055,C001055,personal,salaried_employee,0,53,36-83m,low,0,86000.0,MB,branch
1056,C001056,personal,retired,0,74,36-83m,low,0,36700.0,BC,branch
1057,C001057,personal,self_employed,0,52,36-83m,low,0,50900.0,BC,mobile
1058,C001058,personal,student,0,68,36-83m,low,0,66500.0,ON,branch
1059,C001059,personal,retired,0,109,84m+,medium,0,138100.0,NS,mobile
1060,C001060,personal,self_employed,0,44,36-83m,high,0,69100.0,ON,online
1061,C001061,personal,public_sector,0,28,12-35m,medium,0,148900.0,ON,branch
1062,C001062,business,construction,0,36,36-83m,medium,0,82800.0,BC,branch
1063,C001063,personal,retired,0,60,36-83m,low,0,47800.0,QC,branch
1064,C001064,personal,student,0,38,36-83m,medium,0,73400.0,ON,branch
1065,C001065,business,logistics,0,178,84m+,low,0,954800.0,QC,mobile
1066,C001066,personal,self_employed,0,83,36-83m,low,0,23700.0,ON,mobile
1067,C001067,personal,salaried_employee,0,58,36-83m,medium,0,42000.0,QC,online
1068,C001068,business,import_export,0,42,36-83m,high,0,165000.0,MB,branch
1069,C001069,personal,self_employed,0,67,36-83m,low,0,121600.0,ON,broker
1070,C001070,personal,retired,0,12,12-35m,low,0,49700.0,BC,mobile
1071,C001071,personal,retired,0,29,12-35m,low,1,78900.0,QC,online
1072,C001072,personal,retired,0,76,36-83m,low,0,82000.0,ON,branch
1073,C001073,personal,tradesperson,0,118,84m+,low,0,58700.0,QC,online
1074,C001074,personal,salaried_employee,0,105,84m+,low,0,196200.0,BC,broker
1075,C001075,personal,tradesperson,0,60,36-83m,medium,0,29500.0,ON,branch
1076,C001076,personal,retired,0,77,36-83m,low,0,70000.0,ON,mobile
1077,C001077,personal,self_employed,0,98,84m+,medium,0,50700.0,ON,broker
1078,C001078,personal,student,0,5,00-11m,low,0,108800.0,BC,branch
1079,C001079,personal,salaried_employee,0,32,12-35m,medium,0,38700.0,BC,online
1080,C001080,personal,salaried_employee,0,13,12-35m,low,0,95000.0,MB,online
1081,C001081,personal,student,0,89,84m+,low,0,84500.0,AB,branch
1082,C001082,business,money_services,0,55,36-83m,low,0,287700.0,QC,branch
1083,C001083,personal,salaried_employee,0,68,36-83m,low,0,31300.0,MB,online
1084,C001084,personal,student,0,23,12-35m,low,0,62000.0,ON,broker
1085,C001085,business,money_services,0,58,36-83m,low,0,140500.0,ON,branch
1086,C001086,personal,healthcare_worker,0,30,12-35m,low,0,91000.0,AB,mobile
1087,C001087,personal,retired,0,108,84m+,low,0,15400.0,AB,branch
1088,C001088,personal,retired,0,45,36-83m,low,0,48200.0,AB,mobile
1089,C001089,personal,retired,0,9,00-11m,low,0,47300.0,ON,mobile
1090,C001090,personal,tradesperson,0,44,36-83m,low,0,93700.0,ON,online
1091,C001091,personal,retired,0,61,36-83m,low,0,142100.0,ON,mobile
